run_id,topology_tier,topology_name,topology_idx,voxel_seed,voxel_nx,voxel_ny,voxel_nz,regolith_volume_fraction_target,hdpe_volume_fraction_target,thickness_cm,w_regolith,w_hdpe,incident_energy_mev,density_g_cm3,areal_density_g_cm2,H_mass_fraction,C_mass_fraction,O_mass_fraction,Si_mass_fraction,Al_mass_fraction,Ca_mass_fraction,Fe_mass_fraction,Mg_mass_fraction,Na_mass_fraction,K_mass_fraction,Mn_mass_fraction,P_mass_fraction,Ti_mass_fraction,mean_excitation_ev
10,3,tier3_voxel_grid,3,20260917,64,64,64,0.31971259852008543,0.68028740147991451,5.9957155532115269,0.57634849545819733,0.42365150454180267,347.81503336969377,1.5254826773361536,9.1463602146591381,0.060888389046572622,0.36276311549523005,0.2645237615200054,0.13402111228943761,0.08121807174475866,0.056401415257420207,0.014518970080917465,0.010067127043512964,0.011042225793522589,0.0016475084298036926,0.00027123349401136915,0.00043306618290879685,0.0022040036218985461,88.60069575623767
11,3,tier3_voxel_grid,3,20260918,64,64,64,0.38243818250613865,0.6175618174938613,13.185875709410341,0.64191420728807125,0.35808579271192875,71.387316574767823,1.6383887285110494,21.60359013784554,0.051465100029033178,0.3066206926828956,0.29461612552658917,0.14926742540855598,0.090457482846476547,0.062817670298782213,0.016170655850714085,0.011212368778142558,0.012298395281330358,0.0018349298663078704,0.00030208916076004575,0.00048233202254508871,0.0024547322478673103,94.020376392293301
12,3,tier3_voxel_grid,3,20260919,64,64,64,0.080342764950250917,0.91965723504974906,1.0081207326168689,0.20184467103442785,0.79815532896557218,57.749227788589025,1.0946169769104515,1.1035060686978266,0.11471313489659896,0.68344219406897322,0.092639630441557236,0.046935920775196503,0.028443615455851209,0.019752502519260674,0.0050847304414522263,0.0035256376348206287,0.0038671297840545803,0.00057697868505027152,9.4989465234431378e-05,0.00015166535857071822,0.00077187047337935798,64.402919011590882
13,3,tier3_voxel_grid,3,20260920,64,64,64,0.42722959546959405,0.57277040453040595,10.812415069382963,0.68346266243785947,0.31653733756214053,238.96519089245191,1.7190132718452693,18.586685004969102,0.04549363887682864,0.27104369868531192,0.31368541039186798,0.15892888929188853,0.096312422067852788,0.06688359862283294,0.017217315609491697,0.011938099095391137,0.013094419608194042,0.0019536972972008372,0.00032164214432790013,0.00051355138204592593,0.0026136169267656599,97.681946522853792
14,3,tier3_voxel_grid,3,20260921,64,64,64,0.40512190028998979,0.59487809971001027,7.4241308590479784,0.66345422890068828,0.33654577109931172,17.074007993061041,1.6792194205219817,12.466744719009908,0.048369307374079448,0.28817646372523226,0.30450224058560715,0.15427623115370925,0.093492866879753805,0.064925575000886429,0.016713277080404768,0.011588610124833049,0.012711079246185308,0.00189650262560991,0.00031222604038948909,0.00049851711717630324,0.0025371030461327571,95.89571215855004
15,3,tier3_voxel_grid,3,20260922,64,64,64,0.20898076051622458,0.79101923948377539,12.565822199330029,0.43335251008978587,0.56664748991021407,3187.3029433551301,1.3261653689292041,16.66435823287329,0.081440175351749591,0.4852073145584645,0.19889361547123277,0.10076956194616331,0.061067315231321286,0.042407840164462016,0.010916714762102528,0.0075694042893802082,0.0083025744012691031,0.0012387503725188348,0.00020393861765320581,0.00032561951471623337,0.0016571753189663502,78.1332120057113
16,3,tier3_voxel_grid,3,20260923,64,64,64,0.27626349690711804,0.72373650309288196,6.8362967086295665,0.52493478217431555,0.47506521782568445,4803.9688601416674,1.4472742944328125,9.8939964955152142,0.068277712920551778,0.40678750490513266,0.24092666889507999,0.1220656320625688,0.073972936749073348,0.051370073602672227,0.01322379160678247,0.0091690794429963619,0.010057193585686746,0.0015005408802911964,0.000247037853346081,0.00039443410399043886,0.0020073933918278619,84.635315531395548
17,3,tier3_voxel_grid,3,20260924,64,64,64,0.024496682658043088,0.97550331734195694,14.253264618815656,0.067766101957165661,0.9322338980428343,1255.0767899919908,0.99409402878447761,14.169085248249708,0.13398328498284409,0.79825061305999023,0.031102265963246219,0.015757980512464968,0.0095494864200940822,0.0066315850340239067,0.0017071164661136046,0.0011836761317544206,0.0012983266285149341,0.00019371131374362125,3.1891185201689939e-05,5.0919204849952869e-05,0.00025914309715825766,57.896614041857092
18,3,tier3_voxel_grid,3,20260925,64,64,64,0.018042678231488536,0.98195732176851147,5.2680851231328205,0.050502326452189744,0.94949767354781023,2999.730013756458,0.98247682081667942,5.1757715235671791,0.13646448348701684,0.81303319006079333,0.023178798008354366,0.011743551024534025,0.0071167038786321716,0.0049421534161050761,0.0012722194515197649,0.00088212833102473999,0.0009675710029223365,0.00014436232454902859,2.3766735867750228e-05,3.7947266136743253e-05,0.00019312501254373809,57.123787324282176
19,3,tier3_voxel_grid,3,20260926,64,64,64,0.18651743315579145,0.8134825668442085,12.297358415504441,0.39893476140087375,0.60106523859912619,1196.1095003014461,1.2857313796804246,15.811099601991204,0.086386791260842546,0.51467844733828361,0.18309707497882924,0.092766235836811317,0.056217223308921385,0.039039722174519835,0.010049686796549185,0.0069682266141829789,0.0076431668460788275,0.001140366267161245,0.00018774139269909652,0.00029975814235822656,0.0015255590427624018,75.860719164077892
20,3,tier3_voxel_grid,3,20260927,64,64,64,0.28521787986444835,0.71478212013555165,8.3110949056899557,0.53598015510379982,0.46401984489620018,285.01618836259001,1.4633921837560069,12.162391323441048,0.066690240772135131,0.39732960412406504,0.24599610798917462,0.12463406622579894,0.075529432338293692,0.052450972867922573,0.013502038952545497,0.0093620098894195754,0.010268811214295397,0.0015321143903377246,0.00025223588043547405,0.0004027335574132731,0.0020496317981629907,85.467167064449086
21,3,tier3_voxel_grid,3,20260928,64,64,64,0.32068341727910066,0.67931658272089934,14.134193343997451,0.57743713145066644,0.42256286854933356,21.922639444536678,1.5272301511023814,21.586166236463498,0.060731927211481886,0.36183094133785165,0.26502340728974938,0.13427425809920163,0.081371480518854594,0.056507949084018662,0.014546394241001553,0.010086142338819002,0.011063082904334064,0.0016506203264924394,0.00027174581346092231,0.00043388418007119238,0.002208166654662991,88.687279341786351
22,3,tier3_voxel_grid,3,20260929,64,64,64,0.1768567889865795,0.82314321101342047,9.5721140664997098,0.3834581566209041,0.6165418433790959,3580.4561917079495,1.268342220175843,12.140716406880658,0.088611132548104182,0.52793071083099175,0.17599385575605431,0.089167385829531293,0.054036285894682887,0.037525182933333678,0.0096598109427466633,0.0066978954729550845,0.00734665151578084,0.0010961259558900768,0.00018045799797700743,0.00028812907728862649,0.0014663752446636012,74.867367982916747
23,3,tier3_voxel_grid,3,20260930,64,64,64,0.13144695417037361,0.86855304582962645,6.7265906377004976,0.30463319381935083,0.69536680618064917,22.140271525723712,1.1866045175066724,7.9818028381134987,0.099940078510029853,0.59542672767061933,0.13981596021845122,0.070837834743535721,0.042928403190825241,0.029811378707842184,0.0076741073527072032,0.0053210533002474849,0.0058364488445154291,0.00087080257651475819,0.00014336243818208785,0.00022890028424517783,0.0011649421622842923,70.067014744268519
24,3,tier3_voxel_grid,3,20260931,64,64,64,0.016760592191302159,0.9832394078086979,5.9107015713161637,0.047024161573262842,0.95297583842673717,21.373881364617397,0.98016906594434383,5.7934868382327291,0.13696437515279833,0.81601146327393881,0.021582442219780524,0.010934756467988419,0.0066265666666798697,0.0046017804937915144,0.0011845999431639904,0.00082137493617705335,0.00090093305341285154,0.0001344198921432259,2.2129887987876828e-05,3.5333785578514636e-05,0.00017982422655900014,56.969760511819381
25,3,tier3_voxel_grid,3,20260932,64,64,64,0.43154759259728165,0.56845240740271841,11.870707083674462,0.68726298957970877,0.31273701042029123,236.96061425683271,1.7267856666751071,20.498166845387722,0.044947445142033728,0.26778956527825748,0.31542962736907953,0.15981259780267326,0.096847957850270144,0.067255498317081441,0.017313050805306415,0.012004479725245114,0.013167229844917555,0.0019645606395215817,0.00032343060394424833,0.00051640693416776676,0.0026281496875016383,98.026140088976035
26,3,tier3_voxel_grid,3,20260933,64,64,64,0.060405700028551994,0.93959429997144805,12.484134366578148,0.15690084750241698,0.84309915249758305,40.613589315575666,1.0587302600513935,13.217330824443822,0.12117258796856971,0.72192656452901338,0.072011990478122748,0.036484915406453981,0.022110206567181028,0.015354303731095335,0.0039525369260262301,0.0027406001360096377,0.0030060538007293264,0.00044850549787255295,7.3838598377172675e-05,0.0001178947315009609,0.00060000162904799345,62.117805421277758
27,3,tier3_voxel_grid,3,20260934,64,64,64,0.28815757583173462,0.71184242416826538,14.809540389293225,0.53955345715382252,0.46044654284617748,5124.6717659908873,1.4686836364971223,21.750529633798184,0.066176675723810779,0.39426986712236672,0.24763612840523852,0.12546498349037763,0.076032976122222054,0.052800655905792394,0.013592055090287151,0.0094244250531371893,0.010337271891083386,0.001542328775030387,0.00025391750051052104,0.00040541852369908469,0.002063296396444151,85.738587746671811
28,3,tier3_voxel_grid,3,20260935,64,64,64,0.15170006499404032,0.84829993500595968,5.769121353984084,0.3410913109983047,0.6589086890016953,12.375287048084573,1.2230601169892725,7.0559822381290838,0.094700215087147474,0.56420847391454787,0.15654895834391175,0.079315617638444733,0.048066020448531539,0.033379166986493125,0.0085925348608886769,0.0059578702613397889,0.0065349476955910493,0.00097501913274840562,0.00016051987432610362,0.0002562947821351725,0.0013043609738943314,72.234866505213219
29,3,tier3_voxel_grid,3,20260936,64,64,64,0.10910483008275886,0.89089516991724116,8.1263558125176534,0.26172473983645095,0.73827526016354905,11.142891723245054,1.1463886941489658,9.3159624281019706,0.10610700253010015,0.63216825763344886,0.12012248354937233,0.060860123732359002,0.036881815195016723,0.02561236101244686,0.0065931874500693502,0.0045715677704151036,0.0050143683826700675,0.00074814755059945471,0.00012316942997937606,0.00019665902652120414,0.0010008567370014606,67.624999358199616
30,3,tier3_voxel_grid,3,20260937,64,64,64,0.24582392102355619,0.75417607897644379,7.6719117537080104,0.48547505049163037,0.51452494950836969,684.08125070792414,1.392483057842401,10.683007138300388,0.073948976845289324,0.44057597266308035,0.22281603490274907,0.11288986918224425,0.06841233696597615,0.047508547581315709,0.012229749515553499,0.0084798330320437071,0.009301186984774867,0.0013877441243400378,0.00022846783714687658,0.00036478420377713074,0.0018564961617090563,81.749340315929331
31,3,tier3_voxel_grid,3,20260938,64,64,64,0.11908560308598233,0.88091439691401763,11.907110468556434,0.28125929435839764,0.71874070564160242,504.35860496451005,1.164354085554768,13.864092721215632,0.10329944126138664,0.61544126438021574,0.12908815949453969,0.065402588483704657,0.03963459214016004,0.027524010873847326,0.0070852883488887628,0.0049127794568523614,0.0053886297254288913,0.00080398762565991129,0.00013236252325314428,0.00021133722040616904,0.0010755584656566505,68.722478544570848
32,3,tier3_voxel_grid,3,20260939,64,64,64,0.035056681346856591,0.96494331865314342,4.0952897489681686,0.095159096704319143,0.9048409032956809,52.211237656848809,1.0131020264243418,4.1489463434744858,0.1300462865219999,0.774794616773681,0.043674690575987052,0.022127806501224763,0.013409661696355341,0.009312261194460927,0.002397181720546974,0.0016621518463524802,0.0018231473499056884,0.00027201496183005397,4.4782513513042173e-05,7.1502202406248047e-05,0.00036389614173656709,59.15189162893504
33,3,tier3_voxel_grid,3,20260940,64,64,64,0.0047319379190953617,0.99526806208090468,9.2510222884642044,0.013575995677669784,0.98642400432233024,83.675937281691972,0.95851748825437155,8.8672666477239179,0.14177163988834518,0.84465236443398506,0.0062309062508813544,0.0031568921503151012,0.0019131067394891654,0.0013285457943990279,0.00034199703237890866,0.00023713304416736765,0.00026010167602769324,3.8807366546793931e-05,6.3889552438411746e-06,1.020095423800964e-05,5.1915713982519496e-05,55.516588109925152
34,3,tier3_voxel_grid,3,20260941,64,64,64,0.41548240707296136,0.58451759292703864,4.264185213693044,0.67294771769057093,0.32705228230942907,32.095378242639057,1.6978683327313304,7.2400250392306003,0.047004876390946672,0.28004740591848237,0.30885941924476429,0.15648379816768379,0.09483067353617923,0.065854607014849006,0.016952430441244639,0.011754433682085393,0.012892964420888194,0.0019236400310734989,0.0003166937403229999,0.00050565049044806558,0.0025734069210317802,96.737841307878753
35,3,tier3_voxel_grid,3,20260942,64,64,64,0.053545714560856647,0.94645428543914334,2.8133090249011827,0.14072363129899954,0.85927636870100044,452.33012951355954,1.0463822862095418,2.9437967292900362,0.12349762310552626,0.73577874559547418,0.064587215164623665,0.032723148825272767,0.019830540155984632,0.01377120271497723,0.003545011756964716,0.0024580313568533605,0.0026961154987532716,0.00040226246908716729,6.6225491188019793e-05,0.00010573922953207883,0.00053813863576261591,61.32181581219146
36,3,tier3_voxel_grid,3,20260943,64,64,64,0.38271011524013987,0.61728988475986013,1.6151003510199007,0.64217878554827945,0.35782121445172055,4084.025521928997,1.6388782074322517,2.6469527681026954,0.051427074095292548,0.30639414035642798,0.29473755767598869,0.14932894907522665,0.090494766775018096,0.062843561905058076,0.016177320922062921,0.011216990188590329,0.012303464320136391,0.0018356861707269343,0.00030221367307598174,0.00048253082569653605,0.0024557440166987896,94.043117723468711
37,3,tier3_voxel_grid,3,20260944,64,64,64,0.074234206451803827,0.92576579354819621,9.5941112752619109,0.18839055357539633,0.81160944642460364,11.717678037034334,1.0836215716132469,10.396385938331685,0.11664679860212454,0.69496264782247907,0.086464662021858943,0.043807369558456273,0.026547683592298199,0.01843588371707976,0.0047458036803134946,0.0032906334476218092,0.0036093631654099136,0.00053851971082895136,8.8657866703318084e-05,0.00014155598318706724,0.00072042083163859159,63.707259641358995
38,3,tier3_voxel_grid,3,20260945,64,64,64,0.1946658308109904,0.80533416918900957,13.103683454025902,0.41166691333409017,0.58833308666590978,88.40624833144463,1.3003984954597827,17.040010248596531,0.084556890476828545,0.5037761961890812,0.18894068652316248,0.095726904906609456,0.058011416990914159,0.040285689491108397,0.010370426304747438,0.007190620169573626,0.0078871013710960936,0.0011767614825644521,0.00019373322937836894,0.00030932503544701544,0.0015742478294886733,76.691052556391156
39,3,tier3_voxel_grid,3,20260946,64,64,64,0.22996820079590793,0.77003179920409204,6.9012850124111242,0.46366502324810493,0.53633497675189501,4599.868139588928,1.3639427614326343,9.4129577372616797,0.07708357547100736,0.45925140128088765,0.21280599672138004,0.10781827771757595,0.065338904188101801,0.045374220150895712,0.011680326491969484,0.0080988754745706104,0.0088833299984485206,0.0013253995463267123,0.00021820389104419501,0.00034839622788767954,0.0017730928399042152,80.20984586504531
40,3,tier3_voxel_grid,3,20260947,64,64,64,0.14025665381250105,0.85974334618749892,6.9305484189568149,0.32076340491927441,0.67923659508072554,436.3461127605575,1.202461976862502,8.3337209526000997,0.097621799079114752,0.58161479600161081,0.1472191618367211,0.074588670999916631,0.045201445720987818,0.031389879808488542,0.0080804484019234221,0.0056028010373566405,0.0061454865785706553,0.00091691123988605803,0.00015095342445211373,0.00024102046674865355,0.0012266254042227597,71.015327732020694
41,3,tier3_voxel_grid,3,20260948,64,64,64,0.13174210497171021,0.86825789502828976,5.7374524642464069,0.30518058005219773,0.69481941994780227,207.49709379537734,1.1871357889490783,6.811135157700992,0.099861406616865281,0.59495801333093701,0.14006719131640319,0.070965121120365321,0.043005539948675384,0.029864945878518057,0.0076878967256300765,0.0053306145410442684,0.0058469361840799332,0.00087236729550002558,0.00014362004183973384,0.00022931158828831127,0.0011670354118533967,70.098919429926625
42,3,tier3_voxel_grid,3,20260949,64,64,64,0.16448012525915745,0.83551987474084255,12.010254628684894,0.3629992220451958,0.63700077795480414,503.26090478367996,1.2460642254664835,14.965548631547492,0.091551548325150431,0.5454492296296537,0.16660392176072808,0.084409970498875442,0.051153246849234869,0.035523073317672141,0.0091444237051066871,0.0063405375633368158,0.0069546800317566177,0.0010376435143744011,0.00017082988520765287,0.00027275630756179822,0.0013881386113412592,73.580521913491324
43,3,tier3_voxel_grid,3,20260950,64,64,64,0.07891322584433913,0.92108677415566087,9.9731819839930083,0.19872038994801614,0.80127961005198389,2547.7086392126844,1.0920438065198104,10.891151616914518,0.11516216538567045,0.68611744466631341,0.091205694912036311,0.04620941653408997,0.028003346959574058,0.019446760635098176,0.0050060257272464123,0.0034710655575715212,0.0038072718726165303,0.00056804783944643697,9.3519157457072836e-05,0.00014931778501914536,0.00075992296786048566,64.240474783580908
44,3,tier3_voxel_grid,3,20260951,64,64,64,0.35505607289539287,0.64494392710460713,4.9985767626961293,0.61443812742455028,0.38556187257544972,1602.5742823083817,1.5891009312117073,7.94324298833362,0.055414039717124587,0.33014783285832511,0.28200556775711927,0.14287827923452978,0.086585599353753845,0.060128863435850298,0.015478497573867687,0.010732441808915593,0.011771982737245106,0.0017563887170729394,0.00028915873203186186,0.00046168659513170997,0.0023496614790321619,91.697545225993323
45,3,tier3_voxel_grid,3,20260952,64,64,64,0.14095248741014912,0.8590475125898509,2.4371204972037228,0.32201933903382068,0.67798066096617937,150.32644706653073,1.2037144773382684,2.93359722550196,0.097441292686092362,0.58053936828008701,0.1477955915816048,0.074880719453795083,0.045378429868297543,0.031512785415232898,0.0081120870198367109,0.0056247385428573144,0.0061695489439344839,0.00092050136297529772,0.00015154447552767112,0.0002419641711172042,0.001231428198641656,71.089879355165422
46,3,tier3_voxel_grid,3,20260953,64,64,64,0.30415941692969689,0.69584058307030316,8.8793611378789983,0.55856139266670279,0.44143860733329721,1618.1794565978992,1.4974869504734543,13.296727432514922,0.063444801624290809,0.37799380570900643,0.25636010468039039,0.12988499096820905,0.078711542792162859,0.054660770875288277,0.014070889769628366,0.0097564382416004299,0.010701443772255867,0.0015966634948004789,0.00026286276332239427,0.00041970101795804068,0.002135984291086605,87.201655190720459
47,3,tier3_voxel_grid,3,20260954,64,64,64,0.3958338018936412,0.60416619810635885,4.4767534013860244,0.65476234765434493,0.34523765234565507,20.742282454393088,1.6625008434085542,7.4426063055363789,0.049618529060300891,0.29561912328535417,0.30051297169692887,0.15225506583150858,0.092268021425613744,0.06407498823366764,0.016494317258774246,0.011436788313127786,0.012544552021686691,0.0018716566379183505,0.00030813558237917821,0.00049198606892457148,0.0025038645838152264,95.133111605106578
48,3,tier3_voxel_grid,3,20260955,64,64,64,0.36328759061477878,0.63671240938522122,3.9169140989234683,0.6228754113572238,0.3771245886427762,500.42253893891808,1.6039176631066019,6.2824077081346301,0.054201409474858263,0.32292317916791796,0.28587798540108095,0.14484024180798932,0.08777456737774425,0.060954535331381419,0.015691043757206473,0.010879816548195319,0.011933632147285768,0.0017805069311626212,0.00029312937482707849,0.00046802633987926202,0.0023819263404712726,92.402728072133783
49,3,tier3_voxel_grid,3,20260956,64,64,64,0.35636974623205814,0.64363025376794192,3.5431403909102657,0.61579517465185762,0.38420482534814238,43.446698069155339,1.5914655432177047,5.6387858469165968,0.055219001062369363,0.328985824285773,0.28262840487729296,0.14319384001115407,0.086776832192803507,0.060261663963299308,0.015512683362929222,0.010756145465555641,0.01179798232259058,0.0017602678748468365,0.00028979736762109579,0.00046270627552887962,0.0023548509382354775,91.810487600640002
50,3,tier3_voxel_grid,3,20260957,64,64,64,0.11437492039543169,0.88562507960456827,10.913621275374187,0.27211512497314144,0.7278848750268585,20.404196712611913,1.1558748567117771,12.61478042787974,0.10461366707450964,0.62327120795234892,0.12489130620035169,0.063276250405905426,0.038346010993457233,0.026629163227421173,0.0068549347993165921,0.0047530574906562116,0.0052134371399673073,0.00077784875956677497,0.00012805921539038484,0.00020446632447644833,0.0010405904166321861,68.205818408991377
51,3,tier3_voxel_grid,3,20260958,64,64,64,0.20750057752928838,0.79249942247071159,11.933495662660302,0.43114933132080341,0.56885066867919654,275.83890480202854,1.3235010395527191,15.793993915028775,0.081756822417998157,0.48709384626119839,0.19788243362576108,0.10025724609643291,0.060756846942194423,0.042192237275558965,0.010861213816265343,0.0075309211828193346,0.0082603638331452834,0.0012324525238684668,0.00020290178684658126,0.0003239640541272534,0.0016487501837837435,77.985064018188339
52,3,tier3_voxel_grid,3,20260959,64,64,64,0.030226822051346726,0.96977317794865325,9.0613751513508358,0.082758936103810438,0.91724106389618953,60.054562957324841,1.0044082796924241,9.1013202274159717,0.13182847257537023,0.78541259132081931,0.037983451418867331,0.019244336986956941,0.011662251680999984,0.0080987825217492364,0.0020848055068913326,0.0014455572111464975,0.0015855734266530493,0.00023656875301499258,3.8946914196860672e-05,6.2184766408693941e-05,0.00031647691692551338,58.579187676164594
53,3,tier3_voxel_grid,3,20260960,64,64,64,0.26702887993477398,0.73297112006522602,13.200825956742102,0.51328305422522058,0.48671694577477942,123.64255653397177,1.4306519838825933,18.885787843901923,0.069952332122474897,0.41676461365230455,0.23557893409644559,0.1193561992243861,0.07233099461861342,0.050229836486236377,0.012930269387470682,0.0089655577430798276,0.0098339588381121563,0.0014672340873192599,0.00024155447148977813,0.00038567903759056081,0.0019628362344767947,83.76933586602722
54,3,tier3_voxel_grid,3,20260961,64,64,64,0.097381268698193441,0.90261873130180659,1.6418513360849811,0.23798254080711775,0.76201745919288222,3012.2450200506919,1.1252862836567483,1.8475527882999352,0.10951929833413064,0.65249816085875156,0.10922564623048085,0.055339234986776724,0.033536103981509122,0.023288951413688107,0.0059950904999106968,0.0041568608078669496,0.0045594930345385044,0.00068027980504074251,0.00011199619078644673,0.00017881922371349468,0.0009100646328060887,66.322314317740648
55,3,tier3_voxel_grid,3,20260962,64,64,64,0.22619947559081333,0.77380052440918667,5.8872047253506175,0.45834609811987154,0.54165390188012852,315.05291123773878,1.3571590560634639,7.9898732079092083,0.077848026391269629,0.46380587548885888,0.21036479648705822,0.10658144224825913,0.064589370102259472,0.044853710585511797,0.011546335832831793,0.008005969367548868,0.0087814250352055753,0.0013101952488308152,0.00021570076896044828,0.00034439960671036479,0.0017527528366950216,79.840223801731739
56,3,tier3_voxel_grid,3,20260963,64,64,64,0.36251352974398132,0.63748647025601868,1.1370400370003213,0.62208864694896737,0.37791135305103263,106.02741282677012,1.6025243535391664,1.8221343502420897,0.054314485474505007,0.32359686757652761,0.28551688810952547,0.14465729166248675,0.0876636978454048,0.060877542632607126,0.015671224135928336,0.010866074068925143,0.011918558575808206,0.0017782579429114391,0.00029275911818357753,0.00046743516793760326,0.0023789176892488914,92.336669958328912
57,3,tier3_voxel_grid,3,20260964,64,64,64,0.34749405340480083,0.65250594659519923,12.372526133460504,0.60654721629106845,0.39345278370893155,1675.4362700172521,1.5754892961286415,19.492782489338911,0.056548143719769448,0.33690463998916209,0.27838391608057717,0.14104336737925446,0.085473625276227816,0.059356659536462845,0.015279715233736618,0.010594610608702813,0.011620801250455145,0.0017338323250398382,0.00028544521596556943,0.00045575739293689417,0.0023194859917092582,91.044419650975129
