run_id,topology_tier,topology_name,topology_idx,voxel_seed,voxel_nx,voxel_ny,voxel_nz,regolith_volume_fraction_target,hdpe_volume_fraction_target,thickness_cm,w_regolith,w_hdpe,density_g_cm3,areal_density_g_cm2,H_mass_fraction,C_mass_fraction,O_mass_fraction,Si_mass_fraction,Al_mass_fraction,Ca_mass_fraction,Fe_mass_fraction,Mg_mass_fraction,Na_mass_fraction,K_mass_fraction,Mn_mass_fraction,P_mass_fraction,Ti_mass_fraction,mean_excitation_ev
349,3,tier3_voxel_grid,3,20261256,64,64,64,0.3632726986,0.6367273014,9.907234567,0.6228602878,0.3771397122,1.603890857,15.89012294,0.05420358308,0.3229361291,0.2858710442,0.1448367251,0.08777243619,0.06095305534,0.01569066278,0.01087955238,0.0119333424,0.0017804637,0.0002931222576,0.0004680149761,0.002381868507,92.40145769
350,3,tier3_voxel_grid,3,20261257,64,64,64,0.1382808131,0.8617191869,6.327080527,0.3171828369,0.6828171631,1.198905464,7.585571413,0.09813640841,0.5846807547,0.1455758066,0.07375606415,0.04469687803,0.03103948572,0.007990249225,0.005540258958,0.006076886694,0.0009066760852,0.000149268385,0.0002383300408,0.00121293302,70.80335634
351,3,tier3_voxel_grid,3,20261258,64,64,64,0.003101410879,0.9968985891,14.21454921,0.008925319963,0.99107468,0.9555825396,13.58317504,0.1424400481,0.8486346319,0.004096409079,0.00207544796,0.00125774125,0.0008734310604,0.0002248404473,0.0001558993052,0.0001709996627,2.551327885e-05,4.200315847e-06,6.706453262e-06,3.4131151e-05,55.31849024
352,3,tier3_voxel_grid,3,20261259,64,64,64,0.03680864259,0.9631913574,12.6546897,0.09960463828,0.9003953617,1.016255557,12.86039872,0.1294073607,0.770988001,0.04571503837,0.02316154986,0.01403612002,0.009747301519,0.002509170709,0.00173980249,0.001908319211,0.0002847226678,4.68746154e-05,7.484256633e-05,0.0003808962551,59.35903488
353,3,tier3_voxel_grid,3,20261260,64,64,64,0.1881025162,0.8118974838,12.00594157,0.4014342154,0.5985657846,1.288584529,15.47067057,0.08602756268,0.5125382219,0.1842442368,0.09334744601,0.05656944221,0.03928431853,0.0101126513,0.007011884785,0.007691053734,0.001147511027,0.0001889176526,0.0003016362231,0.001535117159,76.02277938
354,3,tier3_voxel_grid,3,20261261,64,64,64,0.1273821324,0.8726178676,8.677241728,0.2970444133,0.7029555867,1.179287838,10.23296564,0.1010307595,0.6019248273,0.1363329759,0.06907317878,0.04185900485,0.02906874128,0.007482936076,0.00518849944,0.005691055859,0.0008491098332,0.0001397911068,0.0002231981019,0.001135922047,69.6266809
355,3,tier3_voxel_grid,3,20261262,64,64,64,0.2029710142,0.7970289858,2.73604945,0.4243518545,0.5756481455,1.315347826,3.598856695,0.08273377496,0.4929143705,0.19476263,0.09867659583,0.05979895781,0.04152703677,0.01068997651,0.007412189091,0.008130131388,0.001213021745,0.0001997028484,0.0003188564545,0.001622756078,77.530319
356,3,tier3_voxel_grid,3,20261263,64,64,64,0.1904477868,0.8095522132,8.039063375,0.4051121415,0.5948878585,1.292806016,10.3929495,0.08549896077,0.5093888977,0.185932276,0.094202692,0.05708772944,0.03964424007,0.01020530306,0.007076127425,0.007761518896,0.001158024482,0.0001906485095,0.0003043998035,0.001549181848,76.26208471
357,3,tier3_voxel_grid,3,20261264,64,64,64,0.02354539887,0.9764546011,5.491315828,0.06524691631,0.9347530837,0.992381718,5.449481435,0.1343453494,0.8004077342,0.02994604803,0.01517218205,0.009194486966,0.006385057738,0.001643654895,0.001139673307,0.001250061704,0.0001865101505,3.070563942e-05,4.902629783e-05,0.0002495095259,57.78297106
358,3,tier3_voxel_grid,3,20261265,64,64,64,0.2186196446,0.7813803554,11.84941974,0.4474857827,0.5525142173,1.34351536,15.91987743,0.07940890155,0.4731053157,0.2053802923,0.1040560404,0.06305895251,0.04379092104,0.01127275033,0.007816271336,0.008573352913,0.001279150731,0.0002105898312,0.0003362392049,0.001711222105,79.09248597
359,3,tier3_voxel_grid,3,20261266,64,64,64,0.1115097653,0.8884902347,4.792572727,0.2664875036,0.7335124964,1.150717578,5.514897678,0.1054224847,0.6280900117,0.1223084252,0.0619676323,0.03755297595,0.02607844467,0.006713167679,0.004654759361,0.005105617884,0.0007617620451,0.0001254108188,0.0002002377501,0.001019069934,67.89041578
360,3,tier3_voxel_grid,3,20261267,64,64,64,0.3921481204,0.6078518796,3.319214501,0.6512646128,0.3487353872,1.655866617,5.496176485,0.05012123337,0.2986141538,0.298907634,0.1514417206,0.09177512645,0.0637327002,0.01640620476,0.01137569309,0.01247753913,0.001861658264,0.0003064895248,0.0004893578836,0.002490488961,94.82847811
361,3,tier3_voxel_grid,3,20261268,64,64,64,0.01441519372,0.9855848063,8.596998801,0.04061877189,0.9593812281,0.9759473487,8.390218187,0.1378849758,0.8214962523,0.01864259283,0.009445280124,0.005723929802,0.003974949598,0.001023239825,0.0007094914625,0.0007782125818,0.0001161099051,1.911546835e-05,3.052079885e-05,0.0001553294943,56.68755857
362,3,tier3_voxel_grid,3,20261269,64,64,64,0.2432883134,0.7567116866,2.072371975,0.4820474964,0.5179525036,1.387918964,2.876284365,0.07444159458,0.443510909,0.2212429077,0.1120928434,0.06792933175,0.04717312743,0.01214340496,0.00841996366,0.009235518685,0.001377946364,0.0002268548071,0.000362208752,0.001843388916,81.50483055
363,3,tier3_voxel_grid,3,20261270,64,64,64,0.03323326485,0.9667667352,5.617703378,0.09050275246,0.9094972475,1.009819877,5.672868533,0.1307155094,0.7787817381,0.04153759175,0.02104504418,0.01275349741,0.008856591739,0.002279882338,0.001580819095,0.001733936734,0.0002587046705,4.259120647e-05,6.800344212e-05,0.0003460899018,58.93596212
364,3,tier3_voxel_grid,3,20261271,64,64,64,0.123667093,0.876332907,7.659752233,0.2900258257,0.7099741743,1.172600767,8.981831347,0.1020394907,0.6079346837,0.1331116902,0.06744111255,0.04086995716,0.02838190289,0.007306128704,0.005065905188,0.005556587166,0.0008290470027,0.0001364881121,0.0002179243605,0.001109082396,69.22270108
365,3,tier3_voxel_grid,3,20261272,64,64,64,0.0006374019047,0.9993625981,10.55441601,0.001842885108,0.9981571149,0.9511473234,10.03880454,0.1434579556,0.8546991593,0.0008458196815,0.0004285350165,0.0002596963055,0.0001803445816,4.642467875e-05,3.218982726e-05,3.530772377e-05,5.267939059e-06,8.672741768e-07,1.38473723e-06,7.047342858e-06,55.01862929
366,3,tier3_voxel_grid,3,20261273,64,64,64,0.06088651451,0.9391134855,6.290958397,0.1580205646,0.8419794354,1.059595726,6.66587263,0.1210116591,0.7209677763,0.0725259014,0.03674528866,0.02226799524,0.01546387915,0.00398074406,0.002760158328,0.003027506393,0.0004517062408,7.436554482e-05,0.0001187360829,0.0006042835186,62.17341001
367,3,tier3_voxel_grid,3,20261274,64,64,64,0.006578119414,0.9934218806,3.379435068,0.01880751146,0.9811924885,0.9618406149,3.250477904,0.1410197517,0.8401727369,0.008631988659,0.004373401901,0.002650323246,0.001840501489,0.0004737857362,0.0003285123649,0.000360331969,5.376180197e-05,8.8509419e-06,1.413189635e-05,7.192145673e-05,55.74056688
368,3,tier3_voxel_grid,3,20261275,64,64,64,0.05771140469,0.9422885953,6.364734475,0.1505923666,0.8494076334,1.053880528,6.707669732,0.1220792606,0.7273283728,0.06911661882,0.03501797373,0.02122122593,0.01473695632,0.003793618067,0.002630409376,0.002885189999,0.0004304725273,7.086978466e-05,0.0001131545617,0.0005758774839,61.80576776
369,3,tier3_voxel_grid,3,20261276,64,64,64,0.2220808799,0.7779191201,5.317654826,0.4524722488,0.5475277512,1.349745584,7.177481118,0.07869223258,0.4688355186,0.2076689055,0.1052155676,0.06376163703,0.04427889619,0.01139836591,0.007903370354,0.008668888314,0.001293404685,0.0002129364958,0.0003399860175,0.001730290758,79.43465139
370,3,tier3_voxel_grid,3,20261277,64,64,64,0.003062632766,0.9969373672,9.9039845,0.00881436716,0.9911856328,0.955512739,9.463383356,0.1424559946,0.8487296383,0.004045485631,0.002049647566,0.001242105965,0.0008625732284,0.0002220454015,0.0001539612833,0.0001688739247,2.519611713e-05,4.148100709e-06,6.623083726e-06,3.370685844e-05,55.31377574
371,3,tier3_voxel_grid,3,20261278,64,64,64,0.2725906241,0.7274093759,13.61994753,0.5203327579,0.4796672421,1.440663123,19.62175615,0.06893912883,0.4107281133,0.238814501,0.120995501,0.07332442714,0.05091971989,0.01310786062,0.009088695503,0.009969023682,0.001487385864,0.0002448721096,0.0003909761595,0.001989794876,84.29187892
372,3,tier3_voxel_grid,3,20261279,64,64,64,0.03134090327,0.9686590967,8.573923771,0.0856382324,0.9143617676,1.006413626,8.628913711,0.131414652,0.7829471156,0.03930494751,0.01991387373,0.01206799733,0.008380550215,0.002157338735,0.001495850119,0.001640737689,0.0002447993027,4.030193048e-05,6.434825927e-05,0.0003274875806,58.71150449
373,3,tier3_voxel_grid,3,20261280,64,64,64,0.02650852797,0.973491472,13.88622445,0.07306538072,0.9269346193,0.9977153504,13.8544993,0.1332216577,0.7937129616,0.03353444921,0.01699024752,0.01029625197,0.007150172008,0.001840612208,0.001276239074,0.001399855188,0.0002088594516,3.438506158e-05,5.490106382e-05,0.0002794079711,58.13664916
374,3,tier3_voxel_grid,3,20261281,64,64,64,0.4013450353,0.5986549647,6.434047909,0.6599407716,0.3400592284,1.672421064,10.76043725,0.04887427137,0.291184957,0.3028896868,0.1534592299,0.09299775632,0.06458174837,0.01662476851,0.01152724027,0.01264376513,0.001886459309,0.0003105725837,0.000495877118,0.002523667299,95.58648837
375,3,tier3_voxel_grid,3,20261282,64,64,64,0.2442249032,0.7557750968,2.39757008,0.4833161711,0.5166838289,1.389604826,3.331674954,0.07425925708,0.4424245718,0.2218251849,0.1123878545,0.06810811128,0.04729727983,0.01217536453,0.008442123707,0.009259825146,0.001381572907,0.0002274518539,0.0003631620296,0.001848240431,81.59522061
376,3,tier3_voxel_grid,3,20261283,64,64,64,0.05550214173,0.9444978583,3.116403493,0.1453760637,0.8546239363,1.049903855,3.271924042,0.1228289624,0.7317949739,0.06672251862,0.03380500152,0.0204861532,0.01422648936,0.003662212596,0.002539295781,0.002785251169,0.0004155615785,6.841495732e-05,0.0001092350505,0.0005559299166,61.54933265
377,3,tier3_voxel_grid,3,20261284,64,64,64,0.140624027,0.859375973,2.253622922,0.3214268153,0.6785731847,1.203123249,2.711386131,0.09752645186,0.5810467328,0.147523644,0.07474293704,0.04529493241,0.03145480109,0.008097160575,0.005614388882,0.006158196818,0.0009188076172,0.0001512656299,0.0002415189509,0.00122916234,71.05469449
378,3,tier3_voxel_grid,3,20261285,64,64,64,0.2737307477,0.7262692523,2.060913133,0.5217658205,0.4782341795,1.442715346,2.973311004,0.06873316503,0.4095010145,0.2394722265,0.121328738,0.07352637194,0.05105995928,0.01314396133,0.009113726926,0.009996479642,0.001491482314,0.0002455465186,0.0003920529576,0.001995275024,84.39862705
379,3,tier3_voxel_grid,3,20261286,64,64,64,0.05159422588,0.9484057741,10.63154669,0.1360516409,0.8639483591,1.042869607,11.08731691,0.1241690947,0.7397792644,0.06244293528,0.03163674822,0.01917217103,0.01331400212,0.003427318226,0.002376425312,0.002606605118,0.0003889074526,6.402682093e-05,0.0001022287127,0.0005202725635,61.0944723
380,3,tier3_voxel_grid,3,20261287,64,64,64,0.06619530144,0.9338046986,9.804025458,0.1702631215,0.8297368785,1.069151543,10.48198894,0.1192521243,0.7104847543,0.07814480595,0.03959210981,0.023993196,0.01666193474,0.00428915003,0.002974000085,0.003262060795,0.0004867019349,8.012697474e-05,0.000127935096,0.0006511000538,62.78572917
381,3,tier3_voxel_grid,3,20261288,64,64,64,0.0834269847,0.9165730153,1.214224509,0.2085355042,0.7914644958,1.100168572,1.335851645,0.1137515095,0.6777129864,0.09571048837,0.04849177267,0.02938647654,0.02040726689,0.005253281252,0.003642506973,0.003995319049,0.0005961046203,9.813821649e-05,0.0001566928265,0.0007974567646,64.75265048
382,3,tier3_voxel_grid,3,20261289,64,64,64,0.0550045241,0.9449954759,10.50209098,0.1441956788,0.8558043212,1.049008143,11.01677896,0.1229986107,0.7328057106,0.06618076328,0.03353052087,0.02031981531,0.01411097699,0.00363247716,0.002518677898,0.002762636245,0.0004121874147,6.785946017e-05,0.0001083481135,0.0005514160283,61.49150189
383,3,tier3_voxel_grid,3,20261290,64,64,64,0.007516252654,0.9924837473,6.560908995,0.02145206769,0.9785479323,0.9635292548,6.321627755,0.1406396686,0.8379082637,0.009845747293,0.004988353394,0.003022989713,0.002099297539,0.0005404055558,0.0003747050483,0.0004109988611,6.132134054e-05,1.009548792e-05,1.611900637e-05,8.203445531e-05,55.85425083
384,3,tier3_voxel_grid,3,20261291,64,64,64,0.2458503047,0.7541496953,10.51896746,0.485510597,0.514489403,1.392530548,14.64798352,0.073943868,0.440545535,0.2228323495,0.112898135,0.06841734612,0.04751202616,0.01223064498,0.008480453926,0.009301868018,0.001387845735,0.0002284845656,0.0003648109133,0.001856632094,81.75188115
385,3,tier3_voxel_grid,3,20261292,64,64,64,0.3333975748,0.6666024252,8.259078037,0.591467701,0.408532299,1.550115635,12.80252599,0.05871541418,0.3498168848,0.271462947,0.1375368545,0.08334864506,0.05788097944,0.01489984258,0.01033121546,0.01133189373,0.001690727105,0.0002783486943,0.0004444266995,0.002261820696,89.81322419
386,3,tier3_voxel_grid,3,20261293,64,64,64,0.3498978132,0.6501021868,6.67849151,0.6090702635,0.3909297365,1.579816064,10.55078817,0.05618552426,0.3347442122,0.2795419063,0.1416300638,0.0858291689,0.05960356473,0.01534327408,0.01063868088,0.01166914016,0.001741044527,0.000286632579,0.0004576532015,0.00232913433,91.25258321
387,3,tier3_voxel_grid,3,20261294,64,64,64,0.1718496572,0.8281503428,5.18128908,0.3752684276,0.6247315724,1.259329383,6.524949581,0.0897881835,0.5349433889,0.1722350571,0.0872629884,0.0528822029,0.03672373674,0.00945350099,0.006554844796,0.007189744995,0.001072715384,0.0001766038562,0.0002819753444,0.001435057053,74.34868783
388,3,tier3_voxel_grid,3,20261295,64,64,64,0.3698164082,0.6301835918,2.552888222,0.6294573864,0.3705426136,1.615669535,4.124623726,0.05325542946,0.3172871842,0.2888988813,0.1463707804,0.08870208835,0.06159864685,0.01585685229,0.01099478445,0.01205973581,0.001799321692,0.0002962268967,0.0004729720122,0.002407096349,92.95780393
389,3,tier3_voxel_grid,3,20261296,64,64,64,0.06584735814,0.9341526419,8.543452584,0.1694674373,0.8305325627,1.068525245,9.128894763,0.1193664822,0.7111660805,0.0777796148,0.0394070855,0.02388106951,0.01658406915,0.004269105708,0.002960101803,0.00324681633,0.0004844274492,7.975252039e-05,0.0001273372218,0.0006480572926,62.74568844
390,3,tier3_voxel_grid,3,20261297,64,64,64,0.001630232713,0.9983697673,4.124293541,0.004704562949,0.9952954371,0.9529344189,3.930181269,0.1430466672,0.8522487698,0.002159229524,0.001093974851,0.000662959189,0.0004603881342,0.0001185140748,8.21749918e-05,9.013443559e-05,1.344812588e-05,2.213999093e-06,3.534991649e-06,1.799063216e-05,55.13952556
391,3,tier3_voxel_grid,3,20261298,64,64,64,0.1467889361,0.8532110639,10.18909173,0.3324517353,0.6675482647,1.214220085,12.37179983,0.09594191928,0.5716063455,0.1525836958,0.07730661517,0.0468485458,0.03253369883,0.008374892683,0.005806962074,0.006369422589,0.0009503226618,0.0001564540316,0.000249803036,0.001271322532,71.71317779
392,3,tier3_voxel_grid,3,20261299,64,64,64,0.2972951823,0.7027048177,8.466809938,0.5504979498,0.4495020502,1.485131328,12.57432469,0.06460370237,0.3848983478,0.252659267,0.1280099595,0.07757525583,0.05387168304,0.01386776113,0.009615593416,0.01054695676,0.001573613916,0.0002590680527,0.0004136421761,0.002105149028,86.57701268
393,3,tier3_voxel_grid,3,20261300,64,64,64,0.1190815136,0.8809184864,10.69907718,0.2812514137,0.7187485863,1.164346724,12.45743547,0.1033005739,0.6154480124,0.1290845426,0.06540075597,0.03963348162,0.02752323968,0.007085089826,0.004912641806,0.005388478741,0.0008039650987,0.0001323588146,0.0002113312989,0.00107552833,68.72203104
394,3,tier3_voxel_grid,3,20261301,64,64,64,0.1481090092,0.8518909908,6.060540674,0.3347863242,0.6652136758,1.216596217,7.373230854,0.09560638558,0.5696072903,0.1536551903,0.07784948846,0.04717753219,0.03276216151,0.008433704022,0.005847740533,0.006414150836,0.0009569961501,0.0001575527049,0.0002515572378,0.00128025019,71.85365408
395,3,tier3_voxel_grid,3,20261302,64,64,64,0.3153922685,0.6846077315,11.82464735,0.5714734545,0.4285265455,1.517706083,17.94633921,0.06158904368,0.3669375018,0.2622862886,0.1328874954,0.08053108908,0.05592434416,0.01439616144,0.009981974298,0.01094882518,0.001633572988,0.0002689392668,0.0004294030947,0.002185361068,88.21432677
396,3,tier3_voxel_grid,3,20261303,64,64,64,0.2502192223,0.7497807777,13.77436873,0.4913635494,0.5086364506,1.4003946,19.2895516,0.07310266517,0.4355337854,0.2255186495,0.1142591504,0.06924213444,0.04808479559,0.01237808848,0.008582687932,0.009414004378,0.001404576565,0.0002312390045,0.0003692088007,0.001879014262,82.17167248
397,3,tier3_voxel_grid,3,20261304,64,64,64,0.1319171444,0.8680828556,11.77972154,0.3055049766,0.6944950234,1.18745086,13.98784048,0.09981478343,0.5946802399,0.140216078,0.07104055463,0.04305125337,0.0298966913,0.007696068698,0.005336280803,0.005853151278,0.0008732945923,0.0001437727051,0.0002295553387,0.001168275931,70.11783616
398,3,tier3_voxel_grid,3,20261305,64,64,64,0.094425846,0.905574154,4.770489015,0.2318561057,0.7681438943,1.119966523,5.342787994,0.1103998069,0.6577440874,0.1064138272,0.05391462531,0.03267277693,0.02268941899,0.005840757612,0.004049849857,0.004442117037,0.0006627672175,0.0001091130491,0.0001742158425,0.0008866366457,65.99160304
399,3,tier3_voxel_grid,3,20261306,64,64,64,0.2216608316,0.7783391684,8.525231622,0.4518695574,0.5481304426,1.348989497,11.50044792,0.07877885309,0.4693515895,0.2073922913,0.1050754208,0.06367670676,0.04421991686,0.01138318333,0.007892843093,0.008657341386,0.001291681875,0.0002126528652,0.0003395331574,0.001727986017,79.39319153
400,3,tier3_voxel_grid,3,20261307,64,64,64,0.2717329283,0.7282670717,13.86377325,0.5192519952,0.4807480048,1.439119271,19.95162325,0.06909445909,0.4116535457,0.2383184688,0.120744186,0.07317212785,0.05081395655,0.01308063479,0.009069817731,0.009948317415,0.001484296473,0.0002443634954,0.0003901640783,0.001985661951,84.21149125
401,3,tier3_voxel_grid,3,20261308,64,64,64,0.04427956445,0.9557204356,1.729026485,0.1182562124,0.8817437876,1.029703216,1.780384132,0.1267267039,0.7550170837,0.05427545726,0.02749869089,0.01666446884,0.01157254299,0.002979028181,0.002065591085,0.002265663586,0.0003380387185,5.565217214e-05,8.885729193e-05,0.0004522213947,60.23877796
402,3,tier3_voxel_grid,3,20261309,64,64,64,0.2641016639,0.7358983361,11.28415709,0.5095329313,0.4904670687,1.425382995,16.08424562,0.07049131037,0.4199757583,0.2338577591,0.1184841649,0.07180253353,0.04986284977,0.0128357989,0.008900054034,0.009762110461,0.001456514255,0.0002397896383,0.0003828612087,0.001948495459,83.49310791
403,3,tier3_voxel_grid,3,20261310,64,64,64,0.09464831296,0.905351687,7.601531109,0.2323192928,0.7676807072,1.120366963,8.516504326,0.1103332363,0.6573474709,0.1066264139,0.05402233245,0.03273804849,0.02273474644,0.005852425899,0.004057940385,0.004450991211,0.000664091251,0.000109331028,0.0001745638796,0.000888407911,66.01652948
404,3,tier3_voxel_grid,3,20261311,64,64,64,0.3017991563,0.6982008437,3.739265268,0.5558038386,0.4441961614,1.493238481,5.58361479,0.06384112507,0.3803550363,0.255094484,0.1292437635,0.07832295285,0.05439091686,0.01400142339,0.009708271815,0.01064861196,0.001588780949,0.0002615650397,0.0004176290018,0.002125439179,86.98737226
405,3,tier3_voxel_grid,3,20261312,64,64,64,0.3276641398,0.6723358602,9.203962596,0.5851922628,0.4148077372,1.539795452,14.17221974,0.05961733787,0.3551903994,0.2685827408,0.1360775964,0.08246432073,0.05726686558,0.01474175611,0.01022160186,0.01121166299,0.001672788588,0.0002753954306,0.0004397113578,0.002237822909,89.3073115
406,3,tier3_voxel_grid,3,20261313,64,64,64,0.0211982405,0.9788017595,9.493397877,0.05899383521,0.9410061648,0.9881568329,9.38096598,0.1352440599,0.8057621049,0.02707610295,0.01371812276,0.008313313175,0.005773131749,0.001486131629,0.00103045022,0.001130259303,0.0001686355418,2.776289723e-05,4.432775522e-05,0.0002255972341,57.50217718
407,3,tier3_voxel_grid,3,20261314,64,64,64,0.3534574443,0.6465425557,1.353482174,0.612781259,0.387218741,1.5862234,2.146925095,0.05565216952,0.3315665715,0.2812451232,0.1424929996,0.08635211621,0.05996672243,0.0154367589,0.01070350115,0.0117402389,0.001751652512,0.0002883789986,0.0004604416301,0.002343325479,91.55989739
408,3,tier3_voxel_grid,3,20261315,64,64,64,0.1457547988,0.8542452012,5.947783117,0.3306164398,0.6693835602,1.212358638,7.210846238,0.09620569312,0.5731778671,0.1517413596,0.07687984501,0.04658991902,0.03235409697,0.008328659198,0.005774904816,0.006334260275,0.000945076418,0.0001555903292,0.0002484240017,0.001264304213,71.60300079
409,3,tier3_voxel_grid,3,20261316,64,64,64,0.007807968196,0.9921920318,5.987529941,0.02227251264,0.9777274874,0.9640543428,5.772304242,0.1405217519,0.8372057354,0.01022230277,0.005179135439,0.003138605452,0.002179586213,0.0005610736338,0.0003890358284,0.000426717716,6.366660557e-05,1.048159486e-05,1.673548575e-05,8.517190367e-05,55.88958327
410,3,tier3_voxel_grid,3,20261317,64,64,64,0.1596739222,0.8403260778,10.14619515,0.3548558684,0.6451441316,1.23741306,12.55503439,0.09272193407,0.5524221975,0.1628664078,0.08251635697,0.050005699,0.03472616542,0.00893928201,0.00619829693,0.006798662015,0.001014365508,0.000166997568,0.000266637421,0.001356997763,73.07647685
411,3,tier3_voxel_grid,3,20261318,64,64,64,0.03919815055,0.9608018495,12.91591562,0.1056236435,0.8943763565,1.020556671,13.18142385,0.1285422923,0.7658340641,0.04847755083,0.02456117835,0.01488430823,0.01033632086,0.002660797299,0.001844936955,0.002023636966,0.000301928164,4.970719991e-05,7.936522517e-05,0.0004039134216,59.64104485
412,3,tier3_voxel_grid,3,20261319,64,64,64,0.2241689096,0.7758310904,14.44152838,0.4554581917,0.5445418083,1.353504037,19.54666696,0.07826308444,0.4662787238,0.2090393487,0.1059099034,0.06418241114,0.04457110031,0.01147358571,0.007955526067,0.008726095813,0.001301940087,0.0002143417007,0.0003422296443,0.001741709247,79.64048083
413,3,tier3_voxel_grid,3,20261320,64,64,64,0.1212896266,0.8787103734,4.027773338,0.2854920691,0.7145079309,1.168321328,4.705733495,0.1026910949,0.611816836,0.1310308548,0.06638685613,0.04023106772,0.02793822985,0.007191917463,0.004986713685,0.005469725199,0.0008160871316,0.0001343544956,0.0002145177121,0.001091744941,68.96340032
414,3,tier3_voxel_grid,3,20261321,64,64,64,0.1939424858,0.8060575142,5.471843707,0.4105482899,0.5894517101,1.299096474,7.108452869,0.08471766219,0.5047340479,0.1884272776,0.09546678597,0.05785378244,0.0401762211,0.01034224672,0.007171081081,0.007865669733,0.001173563866,0.0001932067976,0.0003084845058,0.001569970122,76.61762006
415,3,tier3_voxel_grid,3,20261322,64,64,64,0.1036603299,0.8963396701,11.40096615,0.2508083476,0.7491916524,1.136588594,12.95820808,0.1076759372,0.6415157152,0.1151122421,0.05832168208,0.03534349535,0.02454408379,0.006318189296,0.004380890241,0.004805221887,0.0007169427355,0.0001180321021,0.0001884564887,0.0009591115634,67.02184733
416,3,tier3_voxel_grid,3,20261323,64,64,64,0.2008131063,0.7991868937,2.564302446,0.421083777,0.578916223,1.311463591,3.362989295,0.08320347228,0.4957127507,0.1932626969,0.0979166539,0.05933842576,0.04120722297,0.01060764938,0.007355105309,0.008067518489,0.001203679853,0.000198164869,0.0003164008329,0.001610258684,77.3129368
417,3,tier3_voxel_grid,3,20261324,64,64,64,0.07522986834,0.9247701317,14.02255948,0.1906020957,0.8093979043,1.085413763,15.22027906,0.1163289495,0.6930689548,0.08747968235,0.04432163018,0.02685933043,0.01865230504,0.00480151531,0.003329262638,0.003651733966,0.0005448414664,8.969863336e-05,0.000143217728,0.000728877949,63.82091888
418,3,tier3_voxel_grid,3,20261325,64,64,64,0.0103584232,0.9896415768,5.939588059,0.0294077387,0.9705922613,0.9686451618,5.753353236,0.1394962571,0.8310960042,0.01349712148,0.006838324176,0.004144089644,0.002877838834,0.0007408192815,0.0005136674145,0.0005634210783,8.406285049e-05,1.383948042e-05,2.20968689e-05,0.0001124575897,56.19812997
419,3,tier3_voxel_grid,3,20261326,64,64,64,0.2095696127,0.7904303873,12.54142012,0.4342265279,0.5657734721,1.327225303,16.64529012,0.08131455905,0.484458913,0.199294759,0.1009728016,0.06119048037,0.04249337147,0.01093873241,0.007584670831,0.008319319656,0.001241248777,0.0002043499363,0.0003262762486,0.001660517634,78.19208663
420,3,tier3_voxel_grid,3,20261327,64,64,64,0.1233528749,0.8766471251,14.94388361,0.28942852,0.71057148,1.172035175,17.51475725,0.1021253371,0.6084461429,0.1328375478,0.06730221816,0.04078578584,0.02832345061,0.007291081795,0.005055472,0.005545143423,0.0008273395876,0.000136207016,0.0002174755471,0.00110679825,69.18846509
421,3,tier3_voxel_grid,3,20261328,64,64,64,0.3351873737,0.6648126263,13.38047785,0.593409618,0.406590382,1.553337273,20.78439497,0.0584363164,0.3481540656,0.2723542189,0.1379884179,0.08362229677,0.05807101527,0.014948762,0.01036513509,0.0113690988,0.00169627813,0.0002792625735,0.0004458858489,0.002269246745,89.97054154
422,3,tier3_voxel_grid,3,20261329,64,64,64,0.1440908174,0.8559091826,13.963122,0.3276514937,0.6723485063,1.209363471,16.88648969,0.09663182354,0.5757166828,0.1503805532,0.0761903917,0.04617210374,0.03206394759,0.008253968339,0.005723115856,0.006277455052,0.0009366010359,0.0001541950055,0.0002461961518,0.001252966017,71.42548272
423,3,tier3_voxel_grid,3,20261330,64,64,64,0.06895806278,0.9310419372,11.96297993,0.1765481286,0.8234518714,1.074124513,12.84972999,0.1183488253,0.7051030461,0.08102940397,0.04105359301,0.02487886875,0.017276985,0.004447477554,0.003083780827,0.003382474865,0.000504667805,8.308474153e-05,0.0001326576277,0.0006751344333,63.10320791
424,3,tier3_voxel_grid,3,20261331,64,64,64,0.03784363011,0.9621563699,10.76127251,0.1022179435,0.8977820565,1.018118534,10.95625099,0.1290317692,0.7687502873,0.04691445388,0.0237692344,0.01440438265,0.01000303935,0.002575003275,0.00178544931,0.001958387367,0.0002921928745,4.810445449e-05,7.680619446e-05,0.0003908897472,59.48125704
425,3,tier3_voxel_grid,3,20261332,64,64,64,0.1447943584,0.8552056416,11.54500121,0.3289068804,0.6710931196,1.210629845,13.97672303,0.09645139582,0.5746417238,0.1509567317,0.07648231287,0.04634901075,0.03218679963,0.008285593167,0.0057450438,0.00630150693,0.0009401895942,0.000154785799,0.0002471394449,0.001257766718,71.50057415
426,3,tier3_voxel_grid,3,20261333,64,64,64,0.1155664875,0.8844335125,14.12398283,0.2744407947,0.7255592053,1.158019677,16.35585004,0.1042794153,0.62127979,0.1259587071,0.06381704968,0.03867374051,0.02685675307,0.006913521453,0.004793680157,0.005257994505,0.0007844967521,0.0001291536913,0.0002062138243,0.001049483967,68.33673106
427,3,tier3_voxel_grid,3,20261334,64,64,64,0.2058268937,0.7941731063,14.00868662,0.4286474263,0.5713525737,1.320488409,18.49830831,0.08211640327,0.4892361705,0.1967341469,0.09967546597,0.06040428264,0.04194740106,0.01079818757,0.007487220199,0.008212429986,0.001225300758,0.0002017243734,0.0003220841317,0.001639182695,77.81727929
