run_id,thickness_cm,w_regolith,incident_energy_mev,target_dose_sv_per_particle,target_secondary_neutrons,target_secondary_gammas,transmission_probability,target_secondary_protons,target_secondary_pions,target_secondary_light_ions,sem_dose,sem_neutrons,rel_sem_dose,rel_sem_neutrons,p_nuclear_interaction,mean_neutrons_given_interaction,log_mean_dose,log_std_dose,n_events
1174,5.777643211607544,0.4319555611709106,166.33669617717618,6.169260228086259e-14,0.0666,0.1436,0.9191,0.0478,0.0,0.0001,1.4522510352183933e-16,0.004567113952266277,0.0023540116343396494,0.06857528456856271,0.0376,1.7712765957446808,-30.509641649119132,0.7849829698208769,10000
1175,8.854631630571886,0.0256159929443499,593.8721283457347,6.1294739596535e-14,0.1392,0.3086,0.9008,0.1051,0.0093,0.0008,4.011289543523516e-16,0.0064920374810274704,0.006544263944879007,0.04663820029473758,0.0768,1.8125,-30.588388860207083,0.6694555343278485,10000
1176,8.664182238600015,0.0543739540123726,30.0540188971976,2.9152607925862e-18,0.0009,0.0065,0.0,0.0,0.0,0.0,8.537853171014445e-19,0.0005384681929320245,0.29286756069052416,0.5982979921466939,0.0003,3.0,-36.37450070400281,2.7584190727745437,10000
1177,14.962512748249544,0.1999790448124026,2803.3107507149743,8.2621057152621e-14,0.4583,1.0787,0.8132,0.2348,0.0887,0.0019,9.068041788077394e-16,0.013622946431185388,0.010975460857788995,0.029724954028333816,0.177,2.589265536723164,-30.52786060337147,0.8495536916888867,10000
1178,9.514752157837341,0.200295515717487,73.03708078530802,3.32798408172e-17,0.0057,0.0493,0.0,0.0,0.0,0.0,4.390965521163968e-18,0.0011519043746634687,0.13194070083696396,0.20208848678306468,0.0039,1.4615384615384615,-35.884069224252336,1.9123854181633293,10000
1179,9.235806348514435,0.6042612591663734,341.50167228177133,7.193526964671489e-14,0.1376,0.2395,0.8758,0.1003,0.0003,0.0004,2.7574845942034883e-16,0.006323813964871691,0.0038332859635418297,0.045957950326102406,0.0743,1.8519515477792732,-30.39296090434672,0.8823116828999185,10000
1180,12.985037908720972,0.3721460875573082,54.73034964081186,1.204009270476015e-17,0.0019,0.0242,0.0,0.0,0.0,0.0,1.8865282083453042e-18,0.0009948557552717778,0.15668718294830486,0.5236082922483042,0.0008,2.375,-36.108425457462836,2.189497467918418,10000
1181,12.599231020494322,0.2107793219731506,509.3990089813325,6.2503551910602e-14,0.1713,0.3586,0.8605,0.1299,0.0056,0.0007,3.756783542974196e-16,0.007047027533627633,0.006010512087932977,0.041138514498701886,0.0906,1.890728476821192,-30.57761063147109,0.8026317645611947,10000
1182,14.54751925263152,0.0298677642819809,69.78645045090738,1.7486648066287e-17,0.0032,0.0333,0.0,0.0,0.0,0.0,2.5222341969506115e-18,0.0011041276691537891,0.14423771710790576,0.34503989661055906,0.0018,1.7777777777777777,-36.21658597716725,2.040173092892898,10000
1183,14.282714993001052,0.1638636150482697,4622.677571247318,1.0975660603096001e-13,0.499,1.2189,0.819,0.2508,0.1791,0.0062,1.3315011143726225e-15,0.014575360857090689,0.012131398396166098,0.029209139994169717,0.1791,2.786152987158012,-30.375385580837257,0.9769248640446172,10000
1184,3.927455653096248,0.0711576944846654,516.9101554424483,6.177468809876e-14,0.0692,0.1472,0.9567,0.0533,0.0039,0.0003,3.7154057844835144e-16,0.004512557181602437,0.006014446853286652,0.06521036389598897,0.0371,1.8652291105121295,-30.538962586680086,0.5004539826000827,10000
1185,10.40054166381456,0.5579008030592684,375.1010809143701,6.870129783595821e-14,0.1574,0.281,0.8551,0.1203,0.0006,0.0003,3.027703824511515e-16,0.0068269454896367696,0.0044070547717175975,0.043373224203537286,0.0851,1.8495887191539366,-30.454106320257683,0.8814916166460898,10000
1186,11.363521547452676,0.6199599843112131,631.7974392011521,6.1685343406375e-14,0.2775,0.506,0.8225,0.1542,0.0147,0.0009,4.237050372492204e-16,0.009487801475456987,0.006868812165929058,0.03419027558723238,0.1326,2.0927601809954752,-30.622363032147575,0.8077793518997881,10000
