run_id,thickness_cm,w_regolith,incident_energy_mev,target_dose_sv_per_particle,target_secondary_neutrons,target_secondary_gammas,transmission_probability,target_secondary_protons,target_secondary_pions,target_secondary_light_ions,sem_dose,sem_neutrons,rel_sem_dose,rel_sem_neutrons,p_nuclear_interaction,mean_neutrons_given_interaction,log_mean_dose,log_std_dose,n_events,target_dose_sv_per_particle_shrunk,target_dose_sv_per_particle_shrunk_sem,target_dose_sv_per_particle_gp_only,target_secondary_neutrons_shrunk,target_secondary_neutrons_shrunk_sem,target_secondary_neutrons_gp_only
231,7.203630134515177,0.0028424364199359,107.87999456210736,1.989436759968404e-14,0.0289,0.1074,0.9095,0.0127,0.0,0.0,5.895122930798629e-17,0.0026659313042484,0.0029632120253434,0.0922467579324726,0.018,1.6055555555555556,-31.65959813057364,0.9575779780924064,10000,1.9447421043705872e-14,8.691401361844261e-16,1.85318145273883e-14,0.028599131823173016,0.002556462147360019,0.025159645187938395
232,6.705071699138766,0.1005243190960569,547.8896817680144,6.185168120073e-14,0.1094,0.2319,0.9268,0.0804,0.0058,0.0005,3.9510843457031107e-16,0.0056432569173185,0.0063879983033613,0.0515837012551968,0.0586,1.8668941979522184,-30.559693097749257,0.5880125191966483,10000,6.188942885147938e-14,9.08240455479494e-16,6.195079137105564e-14,0.1103352365755223,0.0047301197424188856,0.11254430710388391
233,13.56920575594586,0.1562206930379075,51.92243069374989,9.131901774e-18,0.0015,0.0176,0.0,0.0,0.0,0.0,2.016071201612061e-18,0.0005383344503169,0.220772326674838,0.3588896335446254,0.0011,1.3636363636363635,-36.34835452435104,1.9827041115289128,10000,4.6441620309005784e-17,8.574368352739633e-16,1.1271737023277122e-16,0.0015032577169541877,0.0005373079546468807,0.0023550522563735576
234,8.717215878735221,0.3355919866295309,9493.656328041849,1.4859139814858998e-13,0.4617,1.2059,0.8773,0.1922,0.2693,0.011,1.96857663630436e-15,0.0155915881411123,0.0132482543460274,0.0337699548215559,0.1429,3.230930720783765,-30.22617087345536,1.1102493715447863,10000,1.4671734035930477e-13,1.317333655813285e-15,1.4606598881948405e-13,0.45171017577774364,0.007701214805869273,0.4484864579892103
235,6.940092765652133,0.292230411934934,34.70822081459566,6.029593626e-18,0.0005,0.0132,0.0,0.0,0.0,0.0,1.1649932489498593e-18,0.0003316413704589,0.1932125647616338,0.6632827409178078,0.0003,1.6666666666666667,-35.98400024486586,1.666802511472659,10000,0.0,8.524346048441012e-16,-3.9936963122833067e-17,0.0004990962510503358,0.00033139649153840435,-0.0001122030328539747
236,4.383908394919881,0.5845110799226594,13.489957968077931,1.11389002e-18,0.0,0.0016,0.0,0.0,0.0,0.0,4.943747901601683e-19,0.0,0.4438272911002186,,0.0,0.0,-35.29108955015591,1.4192155545172969,10000,2.155273861263595e-17,8.555752436475284e-16,5.694191643138589e-17,0.0,1e-15,-0.00042889748931385085
237,10.793703756881532,0.5656865020598782,12.653040322999017,3.477005e-19,0.0,0.0008,0.0,0.0,0.0,0.0,2.4938653020470997e-19,0.0,0.7172452446997057,,0.0,0.0,-34.65414978600314,0.8666064427524582,10000,2.184558860184681e-17,8.557375082687095e-16,5.915170043312869e-17,0.0,1e-15,-3.293734952442007e-05
238,1.8793158281951927,0.4409135829723549,2772.52619787698,7.133883860265999e-14,0.1101,0.1869,0.9676,0.0496,0.0189,0.0014,8.132838225921755e-16,0.0062162418844762,0.0114002952462117,0.0564599626201292,0.048,2.29375,-30.6368800903116,0.7464580895300599,10000,7.136542384468838e-14,1.026928370839995e-15,7.139562227146993e-14,0.1082220322905923,0.00508158805300506,0.10443909959870196
239,11.984382321198398,0.46216196967427,3837.861528245248,9.459560055606e-14,0.539,1.1853,0.8194,0.2481,0.1362,0.004,1.103776923253882e-15,0.0159384222346609,0.0116683748162236,0.0295703566505768,0.1793,3.0061349693251533,-30.460814758124663,0.9095359840967928,10000,9.613344236304983e-14,1.1018731231248535e-15,9.729952101439771e-14,0.5595699135726572,0.007605382433118421,0.5656344062958876
240,2.1058811673998656,0.6232646128366616,968.1180436004388,6.12290871544e-14,0.0901,0.1516,0.9615,0.0463,0.0087,0.0004,5.088674145543062e-16,0.0050715649534544,0.0083108770390632,0.0562881792836235,0.0462,1.9502164502164503,-30.63546001650191,0.5954597474148796,10000,6.139308181047687e-14,9.498953108371987e-16,6.167771996238344e-14,0.09056278465161459,0.004420338431198717,0.09202565083580641
241,13.451042104458258,0.6850185987474058,2896.795531046936,8.80644917574033e-14,0.7368,1.5709,0.7526,0.3172,0.109,0.0032,9.38554086082676e-16,0.019145997830442,0.0106575768207255,0.0259853390749756,0.2274,3.2401055408970976,-30.474418750762613,0.8746755341177292,10000,8.794646522694323e-14,1.0692573378320598e-15,8.78262628578445e-14,0.741226293790915,0.008279337155805424,0.7422443771215019
242,10.48970337829262,0.3691027524641714,83.00223070751338,3.9169869273924e-17,0.0092,0.0551,0.0,0.0,0.0,0.0,4.540466858838629e-18,0.0014736869326005,0.1159173350078369,0.160183362239187,0.0055,1.6727272727272726,-35.77738211510205,1.9493574042091912,10000,5.89036041304436e-17,8.512699283333613e-16,9.110320570829184e-17,0.009247022462965186,0.0014526159740206187,0.010856198039302184
243,7.4818498471882675,0.1603874673571199,48.5174625197038,1.1689880571e-17,0.0025,0.0257,0.0,0.0,0.0,0.0,2.1426787871180897e-18,0.0009744074850875,0.1832934711440594,0.3897629940350314,0.0014,1.7857142857142858,-36.038775361165655,1.606991982428695,10000,9.205283484929672e-17,8.521664141134513e-16,2.2482012100199963e-16,0.002489323247508538,0.0009682630427624174,0.0016507437059569696
244,6.813625063229674,0.1430872312902713,26.53865710207509,3.0685586173000003e-18,0.0,0.0059,0.0,0.0,0.0,0.0,9.138464416190184e-19,0.0,0.2978096740492135,,0.0,0.0,-36.10862991866795,1.9517157428404537,10000,2.2029746701935202e-17,8.626646479231024e-16,5.822944519379577e-17,0.0,1e-15,0.0007066642463643968
245,3.961483562560975,0.2626367237472884,98.49084349816236,2.9535991860900127e-14,0.0213,0.0769,0.9433,0.0185,0.0,0.0,6.479201682365133e-17,0.0019455100875991,0.0021936631459268,0.0913385017652188,0.0158,1.3481012658227849,-31.223768396775387,0.7014916125321777,10000,2.865463933565457e-14,8.566236423876239e-16,2.7140463625076342e-14,0.021317362201215724,0.0018982613597180952,0.021661846255334544
246,6.297654826079671,0.0908055821712343,297.8493650294822,7.7585576565611e-14,0.0669,0.1491,0.9446,0.0547,0.0,0.0003,2.328214923579181e-16,0.004804658934279,0.0030008347255244,0.0718185191969962,0.0334,2.002994011976048,-30.25226005738708,0.5861476980531894,10000,7.692237776953993e-14,8.738079775689546e-16,7.58093387767062e-14,0.06723880608316966,0.004205696496170035,0.0683492216610985
247,11.228287343204013,0.5138640432035875,85.5061857434019,5.2863280014359e-17,0.0152,0.0562,0.0,0.0001,0.0,0.0,6.124366977018901e-18,0.0020729992119084,0.1158529507695203,0.1363815270992433,0.0087,1.7471264367816093,-35.68907760640014,2.017680578279546,10000,2.6232315743208935e-16,8.524812164257138e-16,6.098128441586781e-16,0.014971048070238156,0.0020157682177494776,0.010995456172743251
248,10.09525710467908,0.5089048990636299,644.6645835384707,6.111400715903454e-14,0.2229,0.4076,0.8556,0.1305,0.0149,0.001,4.2040767544896193e-16,0.0082938795411908,0.00687907232715,0.0372089705751048,0.1117,1.9955237242614143,-30.628639169623145,0.8138794605906708,10000,6.134309333245926e-14,9.06983472157777e-16,6.16805757511137e-14,0.23123483352374577,0.005988451133666869,0.2403125209745386
249,1.6493076144786332,0.4831023954691542,100.07315514110884,4.2944312904692e-14,0.015,0.0403,0.9771,0.0137,0.0,0.0002,5.816013459819581e-17,0.0018809183356484,0.0013543151738688,0.1253945557098967,0.0094,1.5957446808510638,-30.80500565419188,0.3810126403820374,10000,4.3098329590885335e-14,8.56891974054039e-16,4.33650514056571e-14,0.01501221463694559,0.001839645811836215,0.015281417188329427
250,10.62957008026146,0.0115161711275483,89.02562561373841,5.2667373838470004e-17,0.0117,0.0678,0.0,0.0,0.0,0.0,6.234498421339345e-18,0.0016360252619888,0.118374962846267,0.1398312189734085,0.0079,1.481012658227848,-35.79616250482934,1.9169194105212848,10000,1.6242847875135283e-16,8.582267628225619e-16,3.5950002860624175e-16,0.011687574522313718,0.0016096589149665126,0.011311369499012791
251,3.832854608261524,0.2661478127664258,2881.001565356972,7.55138262209685e-14,0.1785,0.3419,0.9428,0.0776,0.0335,0.0009,8.778358583555171e-16,0.0084965283557115,0.0116248361695617,0.0475995986314371,0.0745,2.3959731543624163,-30.603779091564352,0.7825496617565074,10000,7.50662035204424e-14,1.0326772389633192e-15,7.464111885917608e-14,0.17853650291245496,0.006067627329479035,0.17857449299028955
252,8.21157979974082,0.524099153845125,254.62606671576995,9.840106785645301e-14,0.1068,0.2012,0.8913,0.0765,0.0,0.0004,2.7361130808260832e-16,0.0054187002344864,0.002780572549088,0.0507368935813334,0.0607,1.759472817133443,-30.07540758431748,0.8730628448469057,10000,9.745944643451146e-14,8.745719099334043e-16,9.601208624599256e-14,0.10725797154069666,0.00458953875065222,0.10842043627265863
253,12.727699483684432,0.0958012729139214,286.8792203742945,8.4540622026428e-14,0.112,0.2325,0.8819,0.0862,0.0,0.0004,2.3928869388553713e-16,0.0057627181860723,0.0028304581649604,0.0514528409470747,0.063,1.7777777777777777,-30.203309091047828,0.8069351281263029,10000,8.563705017048278e-14,8.712291276949551e-16,8.739068091295912e-14,0.10768476825263092,0.00481057824386298,0.09776532042393778
254,10.995557842479949,0.034935504159902,1585.4857886112093,7.054015655925999e-14,0.268,0.5912,0.8671,0.1533,0.0442,0.0012,6.743847506917394e-16,0.0097214736899849,0.0095602956328172,0.0362741555596455,0.1216,2.2039473684210527,-30.58789022043548,0.7414264511624922,10000,7.014311075208528e-14,9.785741557762225e-16,6.965130323451244e-14,0.2753654159450916,0.0064994932065209595,0.28131870024085287
255,9.399913575369668,0.2579787830784213,933.1198603597262,6.319109763676999e-14,0.2415,0.4215,0.8827,0.1253,0.0265,0.0013,5.139266783254501e-16,0.009409921873372,0.0081328968406208,0.0389644798069237,0.1082,2.231977818853974,-30.61745593020464,0.6880631647280517,10000,6.351645783283069e-14,9.33383177937723e-16,6.398049044023226e-14,0.24271897770683495,0.006365436750134362,0.24374737063211616
256,12.478967458302751,0.0935105969995734,1304.718204866322,6.74974521281788e-14,0.3148,0.6091,0.8439,0.1701,0.0456,0.0013,6.104645067653876e-16,0.0105024342946105,0.0090442600056385,0.0333622436296395,0.1434,2.195258019525802,-30.61267525794716,0.769465617704854,10000,6.737346108384112e-14,9.558054646195654e-16,6.721706112896497e-14,0.3029618689010948,0.006684972244864818,0.2948988573092305
257,11.914687354195982,0.0846579088213758,1283.220028121652,6.685983079594356e-14,0.2723,0.557,0.8618,0.1505,0.0396,0.0009,6.014357788993608e-16,0.0096366258335449,0.00899547264388,0.0353897386468781,0.1276,2.134012539184953,-30.609721850630848,0.7343081712618885,10000,6.684953952410333e-14,9.5141048312315e-16,6.683669268219526e-14,0.2788407537581938,0.0064438542497061504,0.2841307133786489
258,13.758622413666156,0.5166684275856402,251.62962004181315,7.626405659766451e-14,0.1345,0.2764,0.8207,0.0894,0.0,0.0003,2.8377574375463833e-16,0.0056836788632488,0.0037209631432499,0.0422578354144898,0.0826,1.6283292978208233,-30.439360533448248,1.3270150700287906,10000,7.7100608419209e-14,8.803407874876338e-16,7.844838774708402e-14,0.13507272710970442,0.004761097365340412,0.13642000749148084
259,10.182481060796354,0.1424392958855368,7731.949643781988,1.3628320020308999e-13,0.4107,1.1072,0.8762,0.1856,0.246,0.0113,1.7935242055486118e-15,0.0136887285431815,0.0131602736278271,0.033330237504703,0.1397,2.939871152469577,-30.2833932785256,1.071535365998579,10000,1.3704815550886556e-13,1.2865877277982968e-15,1.3736109512849698e-13,0.42188363772286164,0.0073584154310154855,0.42642863191502234
260,11.824293540818294,0.2282378962822453,3991.085991439452,9.649063689023e-14,0.449,1.028,0.8414,0.2144,0.1259,0.0049,1.1662545383588486e-15,0.0139835422531415,0.0120867119955442,0.0311437466662394,0.1618,2.775030902348578,-30.462974136495507,0.9288779030373816,10000,9.686483216809575e-14,1.1246184447540263e-15,9.713834355558567e-14,0.448995531661679,0.007360905954722789,0.44899381891651713
261,3.626368038426224,0.276273830217645,302.88441547125234,7.572440926713602e-14,0.0528,0.1057,0.962,0.044,0.0001,0.0002,2.405893296761261e-16,0.0039828133624647,0.003177170109408,0.0754320712588026,0.028,1.8857142857142857,-30.26788299813096,0.4316395867821312,10000,7.523739748963167e-14,8.732810765055796e-16,7.443988550119617e-14,0.05243812191194266,0.0036177555845460035,0.050731123868365785
262,13.275077179439013,0.15431808041168,1203.3766296411952,6.673273304361e-14,0.2911,0.6132,0.8388,0.1674,0.0401,0.0015,5.856749979435434e-16,0.0097951862446487,0.0087764275675747,0.0336488706446196,0.1396,2.085243553008596,-30.609877908448787,0.7587007936652906,10000,6.676695086467454e-14,9.444042218332798e-16,6.680912442115288e-14,0.3011677869992745,0.006496022852129267,0.30907224259761323
263,10.075726483423947,0.3181657006755614,119.99743083017049,1.5407491827820715e-16,0.0329,0.1259,0.0034,0.0002,0.0,0.0,1.3107194922308186e-17,0.0028640145352155,0.0850702701567625,0.0870521135323867,0.0209,1.5741626794258374,-35.492898818680146,2.2158657768165577,10000,1.1787440362644117e-15,8.534105259418964e-16,2.899303674428324e-15,0.03325499319779665,0.002717809771699849,0.03646806519952872
264,5.25303540074594,0.0839635494165625,71.11158037585628,4.1460379090840006e-17,0.0116,0.0596,0.0,0.0001,0.0,0.0,5.0916251393001695e-18,0.0017569441326543,0.1228070087864942,0.1514607010908917,0.0073,1.5890410958904109,-35.66022486112434,1.8533314500255416,10000,1.0459745923753411e-16,8.617253188834439e-16,2.235663137879725e-16,0.011558715814989818,0.0017224291825395388,0.010538814416695769
265,13.9607661992162,0.1231911173976851,7272.2537535830525,1.3975080624214e-13,0.531,1.5352,0.8288,0.2503,0.3001,0.0112,1.7754547969626376e-15,0.0156610480761245,0.0127044333031351,0.0294934992017411,0.1772,2.9966139954853275,-30.24273307851426,1.090769059796084,10000,1.4062146462729583e-13,1.3139200506508028e-15,1.410313943278831e-13,0.5357795093098897,0.007864161319104562,0.5373910208320445
266,3.7465649556720577,0.0216028907566809,2670.0711805151723,7.307348033189999e-14,0.1447,0.3052,0.9516,0.0668,0.0268,0.001,8.317175274253845e-16,0.0070086448840208,0.0113819339608257,0.0484356937389136,0.0646,2.239938080495356,-30.61669027002779,0.755116586020816,10000,7.298600235318239e-14,1.0293034802694902e-15,7.289113225518681e-14,0.1455273765862111,0.005498800649234079,0.14685214026328258
267,8.86503990373612,0.2287179909200117,101.58096609374294,8.943676420389001e-17,0.0215,0.0988,0.0,0.0,0.0,0.0,9.495387525593805e-18,0.0023160983206986,0.1061687283760295,0.1077255032883093,0.014,1.5357142857142858,-35.64130353344713,1.9276624390928143,10000,4.939435772586054e-16,8.542035116180409e-16,1.1809117121015028e-15,0.021624720059894655,0.002236770764163908,0.023352426794579384
268,5.637490420810365,0.2267329312913207,7561.601901199472,1.2741609070447e-13,0.2653,0.6309,0.9246,0.1257,0.1559,0.0094,1.73877101326455e-15,0.0105034576812745,0.0136464005735152,0.0395908695110237,0.0946,2.8044397463002118,-30.3464380465915,1.0448314453607583,10000,1.2717367635983313e-13,1.279256645218119e-15,1.2706772029948885e-13,0.2655437927705608,0.006705111199838671,0.2657114774788542
269,9.781052523259875,0.5555632634059283,7178.214817897523,1.4157450548397852e-13,0.5885,1.525,0.8352,0.2541,0.2969,0.0116,1.778296656719746e-15,0.0174300647077276,0.01256085374016,0.0296177820012363,0.1767,3.3305036785512168,-30.24028031722276,1.1124384894107278,10000,1.4110988136907995e-13,1.270902165786117e-15,1.4092688044361924e-13,0.5951009695358176,0.007768085042455859,0.5967370358379297
270,6.9172959290224885,0.1964589294257811,289.7435859936334,7.987480894491999e-14,0.077,0.1563,0.931,0.0684,0.0,0.0003,2.1624156840597167e-16,0.0048548385087142,0.0027072561582599,0.0630498507625224,0.0425,1.811764705882353,-30.22298706899795,0.5555187697940346,10000,7.998430087460464e-14,8.676491387141385e-16,8.016011673269867e-14,0.076847706882834,0.004231751228469755,0.07636601344674951
271,14.023876704214748,0.2939407753447579,106.21977951507748,8.09399084660712e-17,0.0174,0.0748,0.0,0.0001,0.0,0.0,8.835166005531941e-18,0.001957065918844,0.1091571039919758,0.1124750528071317,0.012,1.45,-35.68358562244619,2.33392687340879,10000,2.766057731494036e-16,8.556249853940102e-16,6.15486562766371e-16,0.017339603832351714,0.0019093931340119655,0.016145021306588347
272,10.950449783865476,0.0422164398072146,2956.3538623286845,7.990181148147e-14,0.3295,0.7727,0.8648,0.1734,0.0783,0.0017,8.907020501164847e-16,0.011604587094945,0.01114745753071,0.0352187772228983,0.135,2.4407407407407407,-30.55285113582872,0.8054289830966505,10000,8.017008657628361e-14,1.0526349188536853e-15,8.045425161704398e-14,0.3387312656862218,0.007015431561807832,0.3440481492122739
273,3.3867835862126583,0.671976424141693,1103.5978984217356,6.451933697423e-14,0.1613,0.2848,0.9317,0.0825,0.0182,0.0014,5.615724834417912e-16,0.0076061827746669,0.0087039407064287,0.0471555038727027,0.0727,2.218707015130674,-30.61012267175856,0.6340817215829635,10000,6.410042662076077e-14,9.540259168123482e-16,6.347793556273187e-14,0.1595973413735749,0.005800277200124246,0.15723133490710778
274,6.1212489515301085,0.2698903101782251,1219.9092086381982,6.466831962232999e-14,0.2005,0.3571,0.9105,0.1065,0.027,0.0011,5.782831444652529e-16,0.0084792195818053,0.0089422942770507,0.0422903719790791,0.093,2.1559139784946235,-30.62534481594449,0.6704508781292536,10000,6.455615834552844e-14,9.491060185604163e-16,6.440720166934203e-14,0.2001230176042063,0.0060537853615067905,0.19973106804001517
275,1.9798305015901327,0.4617220002384799,80.45211003505695,2.8449576117899e-14,0.0127,0.0436,0.9664,0.0132,0.0,0.0,4.7060480759288304e-17,0.0014946887332956,0.0016541715969427,0.1176920262437516,0.0096,1.3229166666666667,-31.229964524885904,0.5141509272849749,10000,2.7642292182460836e-14,8.666754670682407e-16,2.603281629485089e-14,0.012710530820601527,0.0014734769742574846,0.013073679185806125
276,11.146510374019565,0.5528816232302711,11.933791881681389,2.44262e-20,0.0,0.0002,0.0,0.0,0.0,0.0,1.8048368894094823e-20,0.0,0.7388938473481274,,0.0,0.0,-36.689703370991325,0.4429331758559308,10000,2.8415375428337693e-17,8.54675579645744e-16,7.696863705912141e-17,0.0,1e-15,-7.393683809528429e-05
277,9.432166952159164,0.3143484556333056,79.55083791672953,4.4107767549909083e-17,0.0104,0.0534,0.0,0.0,0.0,0.0,5.4173822597286024e-18,0.0015650651561178,0.1228215019859867,0.150487034242104,0.0068,1.5294117647058822,-35.59367428344643,2.0922019605749744,10000,0.0,8.51435778108734e-16,-3.6962704245913207e-16,0.010418463144393755,0.001539856848573888,0.010977798124151394
278,6.8545594834093215,0.4169354290288508,124.30344227808908,2.692730430626376e-14,0.0468,0.1221,0.9015,0.0198,0.0,0.0,8.438418023506173e-17,0.0035131481922944,0.0031337774949656,0.0750672690661217,0.0289,1.6193771626297575,-31.38361901144067,1.0462056787128329,10000,2.588478853063078e-14,8.550915645524155e-16,2.4157482084327514e-14,0.04644250531175062,0.003253443038505887,0.04428920056127003
279,10.2681547739574,0.5710043395523128,91.82709256920715,7.17560927230854e-17,0.0163,0.0646,0.0,0.0001,0.0,0.0,8.200886124844871e-18,0.001823119133885,0.1142883595472929,0.1118477996248473,0.0116,1.4051724137931034,-35.66686723905743,2.3999904328070985,10000,0.0,8.573870516667158e-16,-8.904044308412614e-16,0.016370027146417335,0.0017839878520745942,0.017948972563734567
280,9.250550281139216,0.2180285200070551,65.3069707944329,2.21368753201163e-17,0.0041,0.0356,0.0,0.0,0.0,0.0,3.265372789058107e-18,0.0008534587507219,0.1475082974375695,0.2081606709077993,0.003,1.3666666666666667,-35.89965416043755,2.0371604662544587,10000,1.7939222017263384e-16,8.521646819904637e-16,4.3917860503242655e-16,0.004112859796663634,0.0008493054183583693,0.005424487866153932
281,14.818859026649967,0.5464227664172248,164.52075246185942,4.807227432144767e-16,0.073,0.194,0.025,0.0003,0.0,0.0001,2.4763748511407362e-17,0.0040851889646487,0.0515135779635017,0.0559614926664208,0.0465,1.5698924731182795,-34.9044450349848,2.309983004067129,10000,6.767402668882397e-16,8.696960560601805e-16,1.0878720003029696e-15,0.0744254263298794,0.003711002722437203,0.08115452657578522
282,4.440313265759621,0.1074814619208357,228.9292321894884,1.0341989329119195e-13,0.0493,0.1079,0.959,0.0391,0.0,0.0,1.9533052601583994e-16,0.003894671725163,0.0018887132813593,0.0789994264738959,0.0271,1.8191881918819188,-29.94829604770549,0.5034413734676287,10000,1.0250065542508582e-13,8.678069606212262e-16,1.0095765430326445e-13,0.049557929287354266,0.0035530513759323584,0.05083771241083733
283,3.660358870124284,0.4754500605111498,39.77415080207884,1.1413583974500001e-17,0.0012,0.0206,0.0,0.0,0.0,0.0,1.933374920848505e-18,0.0005097862181334,0.1693924472074689,0.4248218484445534,0.0008,1.5,-35.92259336982932,1.9623481719801328,10000,0.0,8.589361487068228e-16,-3.2811350051713213e-16,0.0011996854621071289,0.0005089119634346985,0.0011082162816980767
284,12.303982826634794,0.0513741280527337,1752.1678413349207,7.077690544106999e-14,0.328,0.703,0.85,0.171,0.0529,0.0014,6.987611459502655e-16,0.0107439817253349,0.0098727281391536,0.0327560418455333,0.1396,2.349570200573066,-30.59678165828753,0.7499761766051364,10000,7.099857305542471e-14,9.852635114474242e-16,7.126542287004122e-14,0.3195770249508517,0.006778259301680949,0.31400786221307153
285,14.622281858377034,0.6520577023778706,202.4152683217713,3.122167169362489e-14,0.1412,0.2541,0.7808,0.031,0.0,0.0001,1.5636806684352903e-16,0.0065886718737319,0.0050083182085172,0.0466619821085829,0.0803,1.7584059775840597,-31.435800536461493,1.6304405154537374,10000,3.101657775403362e-14,8.725109316758714e-16,3.062351142419571e-14,0.136729737795588,0.005326360704164842,0.1282977011394606
286,8.183128841512985,0.5000253909061368,316.6041237177964,7.51594265118209e-14,0.1158,0.2261,0.8917,0.0909,0.0001,0.0003,2.5417723440981887e-16,0.0057812090636668,0.0033818410571539,0.0499240851784702,0.0663,1.746606334841629,-30.32649502795039,0.7522629754789087,10000,7.549027144818361e-14,8.74298872742913e-16,7.602191244070049e-14,0.11480797446119712,0.004804123333364523,0.11259429885957702
287,13.817176064217907,0.1111679519393211,10.159214554240018,6.610996e-20,0.0,0.0004,0.0,0.0,0.0,0.0,5.771288085318664e-20,0.0,0.8729831458555812,,0.0,0.0,-36.01720229067783,1.2955659208835577,10000,0.0,8.588275193365207e-16,-4.1445237128158957e-17,0.0,1e-15,-3.133664648130585e-06
288,3.5283569257631555,0.5278448124642569,76.2550929732596,2.459361123571e-15,0.0152,0.0749,0.3898,0.0007,0.0,0.0,3.5091059439692857e-17,0.001776854445691,0.0142683638866099,0.116898318795465,0.0106,1.4339622641509433,-33.11973720946757,1.1116109468158533,10000,4.097957794637032e-15,8.564714784121824e-16,6.951610576451131e-15,0.015213924511161122,0.0017408562188366244,0.015547170199648047
289,2.2992177572656955,0.6574867308439916,3323.4657328391127,7.746427178336999e-14,0.1479,0.306,0.9533,0.0716,0.0318,0.0028,9.364707330680202e-16,0.0075318146434429,0.0120890665013527,0.0509250482991412,0.061,2.4245901639344263,-30.603358248213123,0.7957218539777624,10000,7.76366287754552e-14,1.0682826849424232e-15,7.781214640976224e-14,0.1505156401311815,0.005775020931575058,0.1542471926509888
290,8.347726396592329,0.362589201289195,37.32858698760256,5.212901792000001e-18,0.0001,0.0138,0.0,0.0,0.0,0.0,9.660925994135582e-19,0.0001,0.1853272204161175,1.0000000000000002,0.0001,1.0,-36.02775032823543,1.589840265671914,10000,0.0,8.507671668774981e-16,-1.1346272729262817e-16,9.997121419599067e-05,9.99932694752522e-05,-0.00011385236544311783
291,5.084479982983345,0.1181976541509442,15.784282961639656,1.15529195e-18,0.0,0.0014,0.0,0.0,0.0,0.0,5.935264790967686e-19,0.0,0.5137458796426033,,0.0,0.0,-34.864396547629376,1.7048160648418251,10000,1.522833569008786e-17,8.559881787831072e-16,3.9734180069192167e-17,0.0,1e-15,-0.00033377942792431337
292,5.1683167877106,0.4935844048386534,47.29143776574926,1.5511487323000002e-17,0.0022,0.0308,0.0,0.0,0.0,0.0,2.120161668263095e-18,0.0005473079157069,0.1366833253391103,0.2487763253213299,0.0019,1.1578947368421053,-35.72918134616986,1.6385626675116889,10000,0.0,8.556873401168906e-16,-3.321173481357411e-16,0.002203561858258154,0.0005462186458885348,0.0030957262154532594
293,10.290577432511686,0.1846090680104417,13.576769677281908,1.6979799999999998e-20,0.0,0.0006,0.0,0.0,0.0,0.0,1.580710521242633e-20,0.0,0.9309358892581968,,0.0,0.0,-37.66590340267162,1.8093989272923776,10000,3.7356571858002025e-17,8.597085994784736e-16,1.0579517682623779e-16,0.0,1e-15,-0.0002999775854231612
294,9.409936440550712,0.6484484345469075,6631.419708032909,1.37866827359288e-13,0.6062,1.5598,0.8377,0.2399,0.2667,0.0089,1.7266836697798788e-15,0.0180705509180281,0.012524286681959,0.0298095528175984,0.1779,3.407532321528949,-30.251608472983715,1.08888523748565,10000,1.379178812726184e-13,1.2693297795245102e-15,1.3793976279655006e-13,0.6251151282619856,0.00787510741946812,0.6295496975651756
295,9.265812744159758,0.4305494167414565,2816.681767708062,8.229556849205e-14,0.4433,0.8723,0.8543,0.1923,0.0693,0.0027,9.118828146527614e-16,0.014670379443058,0.0110805822398669,0.0330935696888293,0.1491,2.973172367538565,-30.53427421703803,0.8290442201872257,10000,8.150483766295732e-14,1.043797031144802e-15,8.077553226959938e-14,0.4252082554415273,0.00743692591366067,0.4189509716591301
296,8.521146532661492,0.1056138710324162,1735.086155450449,6.941358628984002e-14,0.2646,0.522,0.8915,0.1269,0.0425,0.001,6.954869770309937e-16,0.0098279368554281,0.0100194646927901,0.0371426185012402,0.1131,2.339522546419098,-30.614897867903515,0.740092286834248,10000,6.940332649672602e-14,9.793641607078278e-16,6.93914811045061e-14,0.260599090725747,0.0064938667926834285,0.2574986560605439
297,12.825754281676012,0.1842196548521659,178.56739004566504,4.4964107967249225e-14,0.078,0.1825,0.8614,0.0461,0.0,0.0003,1.5538583547060662e-16,0.0048387954486772,0.0034557748945844,0.0620358390856054,0.0443,1.7607223476297968,-30.920686995227715,1.2340991405325998,10000,4.555558522725305e-14,8.652562312741407e-16,4.65855232066278e-14,0.07646986026162941,0.004227043161839729,0.07154015591363123
298,9.523633957412,0.1027221831757716,4339.540773650345,9.564570204372501e-14,0.3447,0.7732,0.8808,0.168,0.1098,0.0047,1.194657780379372e-15,0.0121689358326819,0.0124904491770391,0.0353029760159034,0.1266,2.7227488151658767,-30.478335339319525,0.9058894980560096,10000,9.67842696544128e-14,1.1417580948349222e-15,9.763616640449346e-14,0.3512244118919888,0.0070711212078933055,0.3545504524430143
299,3.303447177717976,0.6700466424703934,261.18965719943503,8.5663928183452e-14,0.061,0.1261,0.9455,0.0509,0.0,0.0001,1.9143118973887096e-16,0.0039508810341611,0.0022346767630001,0.0647685415436261,0.0351,1.7378917378917378,-30.14502200179306,0.5194371170461506,10000,8.605587009427508e-14,8.819638995413906e-16,8.68558864747688e-14,0.06133067522762951,0.0036188753436915927,0.06305381885551231
