run_id,thickness_cm,w_regolith,incident_energy_mev,target_dose_sv_per_particle,target_secondary_neutrons,target_secondary_gammas,transmission_probability,target_secondary_protons,target_secondary_pions,target_secondary_light_ions,sem_dose,sem_neutrons,rel_sem_dose,rel_sem_neutrons,p_nuclear_interaction,mean_neutrons_given_interaction,log_mean_dose,log_std_dose,n_events,target_dose_sv_per_particle_shrunk,target_dose_sv_per_particle_shrunk_sem,target_dose_sv_per_particle_gp_only,target_secondary_neutrons_shrunk,target_secondary_neutrons_shrunk_sem,target_secondary_neutrons_gp_only
15,12.565822199330029,0.4333525100897858,3187.30294335513,8.763110030309e-14,0.5398,1.1947,0.8117,0.244,0.11,0.0033,9.68816566429182e-16,0.0156998804015974,0.011055624807612,0.0290846246787651,0.1799,3.000555864369094,-30.4870574021322,0.8595312551230517,10000,8.787163463462069e-14,1.0641909447305597e-15,8.808548775611383e-14,0.5421988651185693,0.007588410369135514,0.5429301225019902
16,6.836296708629567,0.5249347821743156,4803.968860141667,1.0613748557337001e-13,0.3809,0.8186,0.8841,0.1718,0.1241,0.0063,1.3389635854787756e-15,0.0135963232162412,0.0126153693791171,0.0356952565404075,0.1266,3.0086887835703,-30.414258317760677,0.953776148157076,10000,1.053878179204914e-13,1.1649396196629732e-15,1.0494764613764601e-13,0.38555295526694017,0.007286319989736778,0.38742764891414017
17,14.253264618815656,0.0677661019571656,1255.0767899919908,6.801725770222e-14,0.3195,0.6759,0.8226,0.1881,0.0523,0.0017,6.155201280848981e-16,0.0101396378744816,0.0090494699268772,0.0317359557886749,0.1534,2.0827900912646675,-30.60285682142209,0.7665513826806071,10000,6.761040734719687e-14,9.651050043258017e-16,6.705853116971256e-14,0.31234222616860174,0.006683404086028777,0.30684345342169117
18,5.2680851231328205,0.0505023264521897,2999.730013756458,7.634107034047999e-14,0.196,0.4231,0.9341,0.0886,0.0413,0.0007,8.887560956874917e-16,0.0082792061530953,0.0116419129535864,0.0422408477198744,0.0861,2.2764227642276422,-30.60013779142843,0.789455243345946,10000,7.62098591882785e-14,1.0501288133999944e-15,7.607258216074293e-14,0.1987250752607318,0.006021799562018038,0.20178601460456289
19,12.29735841550444,0.3989347614008737,1196.109500301446,6.66177910498796e-14,0.3624,0.6729,0.8237,0.1804,0.0449,0.0016,5.837726629341197e-16,0.0116593403767881,0.0087630144100248,0.0321725727836317,0.1578,2.296577946768061,-30.61617461815186,0.7803960212468359,10000,6.679663040490613e-14,9.427328214165393e-16,6.701485456128004e-14,0.3633408743706946,0.006952458596610738,0.3638600171494946
20,8.311094905689956,0.5359801551037998,285.01618836259,8.312356450059416e-14,0.1119,0.2179,0.8906,0.0847,0.0,0.0001,2.283455816981976e-16,0.0057603087691296,0.0027470619561383,0.0514772901620162,0.0605,1.849586776859504,-30.220761664056628,0.801772443372989,10000,8.518226856163099e-14,8.714916718676494e-16,8.856853557380735e-14,0.1126483256483212,0.004793262368113503,0.11433296243068883
21,14.134193343997453,0.5774371314506664,21.92263944453668,8.916980899999998e-19,0.0,0.0017,0.0,0.0,0.0,0.0,4.683765650589264e-19,0.0,0.5252636181590639,,0.0,0.0,-35.63683393990822,1.422375423893358,10000,1.2810101662598777e-17,8.655340840701971e-16,3.6485197323149617e-17,0.0,1e-15,-0.0008289093761498223
22,9.572114066499708,0.3834581566209041,3580.456191707949,8.956540083148399e-14,0.4306,0.8877,0.8594,0.191,0.0935,0.0021,1.0454997598098648e-15,0.0140782876735198,0.0116730316629404,0.0326945835427772,0.1489,2.8918737407656145,-30.49490325249857,0.8817698590472185,10000,8.958541223114836e-14,1.0828274259564778e-15,8.960134006883233e-14,0.431833971687692,0.007351361955256503,0.4322965753915734
23,6.726590637700498,0.3046331938193508,22.140271525723712,2.66160558e-18,0.0,0.0044,0.0,0.0,0.0,0.0,8.019884578675365e-19,0.0,0.3013175445279674,,0.0,0.0,-35.688013530455905,1.7257755137144362,10000,0.0,8.53095445155412e-16,-6.901620519192944e-17,0.0,1e-15,0.0008425682179960259
24,5.910701571316164,0.0470241615732628,21.3738813646174,1.8706874499999997e-18,0.0,0.0037,0.0,0.0,0.0,0.0,7.045291755923054e-19,0.0,0.3766151184647683,,0.0,0.0,-35.67017389889911,1.683656057238542,10000,5.3758138705132445e-17,8.630069765677263e-16,1.5328859797717686e-16,0.0,1e-15,0.0007389984332604738
25,11.870707083674462,0.6872629895797087,236.9606142568327,6.788757891221788e-14,0.1456,0.2679,0.8196,0.0765,0.0,0.0002,2.6196960258528357e-16,0.0063548487322863,0.0038588738438297,0.043645939095373,0.0809,1.799752781211372,-30.57432000646625,1.35156148934497,10000,6.8613996788748e-14,8.802527184657227e-16,6.985013636200678e-14,0.14663762868331587,0.005164058476676026,0.14865496227173686
26,12.484134366578148,0.1569008475024169,40.61358931557567,4.400380315e-18,0.0006,0.0119,0.0,0.0,0.0,0.0,8.932263456448855e-19,0.0003741363358453,0.2029884422944214,0.6235605597422399,0.0003,2.0,-36.08598819430696,1.7271283968616948,10000,2.3433413860842516e-18,8.602501908377465e-16,-1.455177502775517e-18,0.0005994766203444729,0.0003737886712357952,0.00031825379431504874
27,14.809540389293224,0.5395534571538225,5124.671765990887,1.2256668850253998e-13,0.7859,1.9904,0.7668,0.3268,0.2441,0.0081,1.4569175274558154e-15,0.020037122239153,0.0118867332164695,0.0254957656688549,0.2324,3.381669535283993,-30.290427883656346,1.0257182227302724,10000,1.2216177837631273e-13,1.2886963503680802e-15,1.2183145611848154e-13,0.7805363609737461,0.008455621498403947,0.779374239572024
28,5.769121353984084,0.3410913109983047,12.375287048084571,2.6216023000000002e-19,0.0,0.0004,0.0,0.0,0.0,0.0,1.850666317159606e-19,0.0,0.7059294680812592,,0.0,0.0,-35.567575256376095,2.2207700063535807,10000,0.0,8.528754979278603e-16,-5.229476498717296e-17,0.0,1e-15,-0.00034906274558635375
29,8.126355812517653,0.2617247398364509,11.142891723245054,5.808538000000001e-19,0.0,0.0009,0.0,0.0,0.0,0.0,3.3608634923411677e-19,0.0,0.5786074727136444,,0.0,0.0,-35.09255658674198,1.14416328788573,10000,0.0,8.529210974554542e-16,-1.2794267154944408e-16,0.0,1e-15,-0.00019486124941023308
30,7.6719117537080095,0.4854750504916303,684.0812507079241,6.151691685714657e-14,0.212,0.3629,0.8859,0.1118,0.0162,0.0012,4.360042073912298e-16,0.0085283570098424,0.0070875497288609,0.0402280991030303,0.0977,2.169907881269191,-30.6057938852076,0.6894861481390869,10000,6.168827279254674e-14,9.06597138527455e-16,6.192681881015102e-14,0.2076098010082864,0.006069197755306599,0.20310495432381362
